"season","week","athlete_name","team","opponent","qbr_epa","TQBR","raw_qbr","exp_qbr"
2014,7,"Matt Linehan","IDHO","GASO",-0.0430162189460618,25.7,32.4,46.631477355957
2014,7,"Maty Mauk","MIZ","UGA",-1.05052801443895,1.9,0.7,22.5083179473877
2014,7,"Michael Cummings","KU","OKST",-0.0863485714731501,42.4,32.1,43.6420402526855
2014,7,"Mike White","USF","ECU",0.763248311774537,56.1,59,84.1894226074219
2014,7,"Mitch Leidner","MINN","NW",0.322080619827275,93.3,90.9,80.2263488769531
2014,7,"Nick Arbuckle","GAST","ARST",-0.375717374260346,12.9,10.6,22.5387134552002
2014,7,"Nick Marshall","AUB","MSST",-0.158008431529503,56.1,36.7,38.0712661743164
2014,7,"Nick Montana","TULN","CONN",-0.0422773689540453,40,45.4,45.1262130737305
2014,7,"P.J. Walker","TEM","TLSA",0.244486618195162,34.2,49,57.8233604431152
2014,7,"Patrick Towles","UK","ULM",0.281935477282749,59.3,64,64.3318634033203
2014,7,"Paxton Lynch","MEM","HOU",-0.273307134468816,32.8,25.4,28.2137393951416
2014,7,"Pete Thomas","ULM","UK",-0.401052188287316,31.8,27.5,20.5103893280029
2014,7,"Rakeem Cato","MRSH","MTSU",0.28991322289741,67,79.1,77.7524032592773
2014,7,"Reggie Bonnafon","LOU","CLEM",-0.889343579054519,17.7,3.4,5.13352108001709
2014,7,"Reilly O'Toole","ILL","WIS",-0.0104806043456996,77.2,60.9,54.6301040649414
2014,7,"Sam B. Richardson","ISU","TOL",0.517542283707034,70.8,79.9,90.1750793457031
2014,7,"Shane Carden","ECU","USF",0.386516229289709,77.2,82.6,81.661018371582
2014,7,"Taylor Heinicke","ODU","UTEP",0.0894747629735509,41.7,54.2,59.9410400390625
2014,7,"Taylor Lamb","APP","LIB",0.44185579492848,69.3,86.3,86.3960494995117
2014,7,"Trevone Boykin","TCU","BAY",-0.123081100264323,69.8,49.3,41.9672355651855
2014,7,"Trevor Knight","OKLA","TEX",0.13458614015613,62.8,35.9,52.297908782959
2014,7,"Trevor Siemian","NW","MINN",-0.0801768246393233,57.5,52.5,43.6420402526855
2014,7,"Tyler Murphy","BC","NCST",0.303682095383664,89.1,86.8,78.7774353027344
2014,7,"Tyler Rogers","NMSU","TROY",0.0800994746030112,31,52.1,58.6470718383789
2014,7,"Tyrone Swoopes","TEX","OKLA",0.0847975641461426,78.5,61.2,58.6470718383789
2014,7,"Zach Terrell","WMU","BALL",0.382270097630663,70.9,76.7,81.661018371582
2014,8,"AJ Long","SYR","WAKE",0.185031400512471,62.7,54.2,67.918830871582
2014,8,"Alex McGough","FIU","MRSH",-0.290591280407962,37.6,25.2,27.5289402008057
2014,8,"Andrew Allen","NMSU","IDHO",0.972105536182554,4.6,11.5,50.2533836364746
2014,8,"Andrew Hendrix","M-OH","NIU",0.390432920803819,64.5,67,81.661018371582
2014,8,"Andrew McNulty","UNT","USM",0.0539902926511041,34,57.3,59.7960815429688
2014,8,"Angel Santiago","ARMY","KENT",-0.496927577809121,22.7,32.6,14.7806301116943
2014,8,"Anthony Boone","DUKE","UVA",-0.114298122792969,69.6,50.6,41.5617218017578
2014,8,"Anthony Jennings","LSU","UK",2.19996281698656,66,64,71.6681594848633
2014,8,"Austin Appleby","PUR","MINN",0.101122660809886,59.2,54.2,53.9934997558594
2014,8,"Austin Grammer","MTSU","UAB",-0.272128668293479,31.3,35.7,29.6648082733154
2014,8,"Austin Robinson","UTSA","LT",-0.282863842908502,31.2,27.7,24.1231079101562
2014,8,"Blake Frohnapfel","UMASS","EMU",0.0222321773140364,30.8,64.7,44.7127571105957
2014,8,"Blake Sims","ALA","TA&M",0.617293107130552,87.2,86.7,91.5925827026367
2014,8,"Bo Wallace","MISS","TENN",-0.175137559229587,33.4,21,35.0748329162598
2014,8,"Brandon Allen","ARK","UGA",0.0593531409182083,54.3,29.9,57.2348594665527
2014,8,"Brandon Bridge","USA","GAST",0.00160602250475933,16,47.7,55.2017555236816
2014,8,"Brandon Doughty","WKU","FAU",0.0116607791055834,57.9,60.2,57.3911170959473
2014,8,"Brandon Silvers","TROY","APP",-0.338814649387823,12,19.4,23.3067951202393
2014,8,"Brett Hundley","UCLA","CAL",0.00061433138520899,41,50.5,54.853889465332
2014,8,"Brian Burrell","FRES","BSU",-0.0920999707939833,55.9,41,44.5839347839355
2014,8,"Bryce Petty","BAY","WVU",-0.186934634961424,43.1,24.9,35.8434410095215
2014,8,"C.J. Brown","MD","IOWA",-0.178082007253116,42.3,35.3,35.8434410095215
2014,8,"Chad Chalich","IDHO","NMSU",0.0385009921224209,39.7,58.3,56.5929794311523
2014,8,"Chad Voytik","PITT","VT",-0.149461376589019,44.9,20.7,36.1014556884766
2014,8,"Christian Stewart","BYU","NEV",0.253633961978198,63.8,73.2,74.9237976074219
2014,8,"Clint Trickett","WVU","BAY",0.180131429300142,91,82.8,61.7314109802246
2014,8,"Cody Clements","UAB","MTSU",-0.00258031612784347,21.4,31,56.1585922241211
2014,8,"Cody Fajardo","NEV","BYU",0.419287028162104,88.9,88.5,85.5257873535156
2014,8,"Cody Kessler","USC","COLO",0.595932718732677,96,97,84.8346557617188
2014,8,"Cody Sokol","LT","UTSA",-0.195519300227709,23.8,33.7,36.2827301025391
2014,8,"Colby Kirkegaard","WYO","SJSU",-0.301548770332282,18.5,34,26.3960933685303
2014,8,"Cole Gautsche","UNM","AFA",-0.716891882995783,6.6,6.5,6.14370250701904
2014,8,"Cole Stoudt","CLEM","BC",0.0735645472454108,62.2,57.9,58.7900352478027
2014,8,"Colin Reardon","KENT","ARMY",0.459314928472818,64.3,82.1,87.5214767456055
2014,8,"Connor Cook","MSU","IND",0.62267910711604,93.2,93.1,91.5925827026367
2014,8,"Cooper Rush","CMU","BALL",0.0125678281780369,60.5,69.9,59.7031555175781
2014,8,"Cyler Miles","WASH","ORE",0.169158121407976,70.3,57.3,67.918830871582
2014,8,"Dane Evans","TLSA","USF",0.24326487537718,42.7,54.1,73.9931793212891
2014,8,"Davis Webb","TTU","KU",0.330658415956754,57.7,51.5,67.5879058837891
2014,8,"Daxx Garman","OKST","TCU",-0.263564070533024,48.3,19.8,25.939603805542
2014,8,"Drew Hare","NIU","M-OH",0.554740973890017,95.8,97.9,90.5617599487305
2014,8,"Dylan Thompson","SC","FUR",0.300222790715329,63.2,82.8,71.297119140625
2014,8,"Everett Golson","ND","FSU",-0.121189593667548,69.4,45.8,41.9672355651855
2014,8,"Garrett Grayson","CSU","USU",-0.177247847986621,54.8,41.2,35.8434410095215
2014,8,"Garrett Krstich","SMU","CIN",-0.236907553287351,26.6,28.3,32.6901664733887
2014,8,"Gary Nova","RUTG","OSU",-0.228186726802857,69.8,44.7,33.2209205627441
2014,8,"Grant Hedrick","BSU","FRES",0.0601833518650552,55,64.2,57.2348594665527
2014,8,"Gunner Kiel","CIN","SMU",0.799267149754853,93.8,96.9,95.6732330322266
2014,8,"Hutson Mason","UGA","ARK",0.460738598999884,91.9,84.3,87.5214767456055
2014,8,"Ikaika Woolsey","HAW","SDSU",-0.234562136627514,55,48.6,33.6245727539062
2014,8,"J.T. Barrett","OSU","RUTG",0.688145121532939,98.9,99.1,94.5616149902344
2014,8,"Jack Milas","BALL","CMU",0.00276223037245462,43.7,52.9,55.2017555236816
2014,8,"Jacoby Brissett","NCST","LOU",-0.16753212756262,83.6,56.3,35.5372924804688
2014,8,"Jake Rudock","IOWA","MD",-0.018621852157534,51.1,42.3,46.4882278442383
2014,8,"Jake Waters","KSU","OKLA",0.356270333259444,92.2,82.8,82.3837661743164
2014,8,"Jameis Winston","FSU","ND",0.214612401425779,77.7,73.8,71.0122146606445
2014,8,"James Knapke","BGSU","WMU",-0.395994256235137,21.1,26.6,19.6468563079834
2014,8,"Jaquez Johnson","FAU","WKU",0.511997124787802,84,93.2,90.1750793457031
2014,8,"Jared Goff","CAL","UCLA",0.204778987169248,74.7,63.2,69.3259887695312
2014,8,"JD Sprague","OHIO","AKR",0.0523337404161623,56.9,65.4,59.7960815429688
2014,8,"Jeff Driskel","FLA","MIZ",-0.808608495675548,4.7,1.7,13.4825277328491
2014,8,"Joe Gray","SJSU","WYO",0.217467372869124,72.9,84.2,71.0122146606445
2014,8,"Justin Holman","UCF","TULN",-0.456944421845522,22,21,18.0782566070557
2014,8,"Justin Thomas","GT","UNC",0.32181893962958,66.2,62.4,80.2263488769531
2014,8,"Justin Worley","TENN","MISS",-0.481383241799554,37.2,13.2,16.3533535003662
2014,8,"Kale Pearson","AFA","UNM",0.129643511998882,42,68.3,63.2912712097168
2014,8,"Kendal Thompson","UTAH","ORST",-1.16890118969296,5.2,3.7,1.43103063106537
2014,8,"Kenny Hill","TA&M","ALA",-0.453755925065302,24.3,12.7,32.9074363708496
2014,8,"Kevin Hogan","STAN","ASU",-0.219542388441201,59.7,39.7,36.8812675476074
2014,8,"Marcus Mariota","ORE","WASH",0.465719241044834,91.6,88.3,87.5214767456055
2014,8,"Marquise Williams","UNC","GT",0.380240750991221,88.7,88.4,81.661018371582
2014,8,"Matt Johns","UVA","DUKE",-0.0768698317502069,59.4,54.4,43.6420402526855
2014,8,"Maty Mauk","MIZ","FLA",-0.872340231131077,42.1,14.6,9.12747859954834
2014,8,"Michael Brewer","VT","PITT",-0.342212615765735,30.2,34.2,23.3067951202393
2014,8,"Michael Cummings","KU","TTU",0.110605170551488,70.5,75.4,63.2912712097168
2014,8,"Mike Bercovici","ASU","STAN",0.192758163268633,88.4,72.3,70.8083190917969
2014,8,"Mike White","USF","TLSA",0.926891986323994,64.1,74.5,85.6575393676758
2014,8,"Mitch Leidner","MINN","PUR",0.411054003617138,87.2,88.2,85.5257873535156
2014,8,"Nick Arbuckle","GAST","USA",-0.0286741170807691,50.2,61.2,49.6726150512695
2014,8,"Nick Montana","TULN","UCF",-0.612373620335945,17.7,12.4,10.7049150466919
2014,8,"Nick Mullens","USM","UNT",-0.0316577869842989,66.1,66,49.6726150512695
2014,8,"P.J. Walker","TEM","HOU",0.179164718051997,19.4,12.9,61.7314109802246
2014,8,"Patrick Towles","UK","LSU",0.205998474708981,38,18.7,59.2419586181641
2014,8,"Quinn Kaehler","SDSU","HAW",-0.0254307002242832,52.9,58.6,50.9816360473633
2014,8,"Rakeem Cato","MRSH","FIU",0.385605928166148,78.5,78.9,81.661018371582
2014,8,"Sam B. Richardson","ISU","TEX",-0.0113070011578465,86,65.6,54.6301040649414
2014,8,"Sean Mannion","ORST","UTAH",-0.356590404705238,41.4,24.3,23.3067951202393
2014,8,"Sefo Liufau","COLO","USC",0.229074696745083,45.1,30.4,73.9931793212891
2014,8,"Taylor Lamb","APP","TROY",0.245398084192886,80.2,90.8,74.9237976074219
2014,8,"Terrance Broadway","ULL","TXST",0.0357742538188372,49,54.4,56.5929794311523
2014,8,"Tommy Armstrong Jr.","NEB","NW",0.0892354727106224,85.9,79.3,59.9410400390625
2014,8,"Treon Harris","FLA","MIZ",0.344244150786958,21.7,8.7,51.3823890686035
2014,8,"Trevone Boykin","TCU","OKST",0.394398030405233,85.8,79.5,84.1751403808594
2014,8,"Trevor Knight","OKLA","KSU",0.913846737549327,92.1,90.8,87.6497573852539
2014,8,"Trevor Siemian","NW","NEB",-0.226331289896245,34,21.1,30.8743591308594
2014,8,"Tyler Jones","TXST","ULL",-0.301535453451372,3.6,6.8,26.3960933685303
2014,8,"Tyler Murphy","BC","CLEM",-0.30298663302628,65.3,26,26.3960933685303
2014,8,"Tyrone Swoopes","TEX","ISU",0.302634611188925,74,81.9,78.7774353027344
2014,8,"Will Gardner","LOU","NCST",0.0180688846010186,48.2,45.8,57.1986923217773
2014,8,"Zach Terrell","WMU","BGSU",0.0966377758731902,68.5,70.5,60.3974723815918
2014,8,"Zander Diamont","IND","MSU",-0.825280539813611,16,7.9,5.74739551544189
2014,9,"AJ Long","SYR","CLEM",-0.766218481307118,9,1.6,6.14370250701904
2014,9,"Andrew Hendrix","M-OH","KENT",-0.0405948513234483,32.2,46.8,48.0319366455078
2014,9,"Andrew McNulty","UNT","RICE",-0.32736488898441,20.1,24.2,24.2041301727295
2014,9,"Anthony Jennings","LSU","MISS",0.411790501168782,62.8,32.8,65.4973068237305
2014,9,"Anu Solomon","ARIZ","WSU",0.738144780349616,92,92.3,89.0343322753906
2014,9,"Austin Robinson","UTSA","UTEP",-0.878418981772393,0.6,1.1,9.12747859954834
2014,9,"Blake Decker","UNLV","USU",-0.183482135770401,41.6,26.6,35.8434410095215
2014,9,"Blake Frohnapfel","UMASS","TOL",0.254254365004567,73.7,80.3,67.4736557006836
2014,9,"Blake Sims","ALA","TENN",0.759209137340989,98.5,96.9,95.1019592285156
2014,9,"Bo Wallace","MISS","LSU",-0.170698074661061,50.6,27.7,35.0748329162598
2014,9,"Brandon Allen","ARK","UAB",0.392556719807637,88.4,90.3,77.6072616577148
2014,9,"Brandon Bridge","USA","TROY",-0.363254907676044,13.4,29.7,23.3067951202393
2014,9,"Brandon Doughty","WKU","ODU",0.831403012447919,96.7,98.9,92.8307571411133
2014,9,"Brandon Silvers","TROY","USA",-0.431033958029526,16.8,24,19.9528179168701
2014,9,"Brett Hundley","UCLA","COLO",0.0472119943681895,51.5,56.1,58.2478408813477
2014,9,"C.J. Brown","MD","WIS",-0.245480774522989,10.2,5,30.611701965332
2014,9,"Chad Voytik","PITT","GT",0.717692518349702,33.4,32.6,83.2715606689453
2014,9,"Chandler Whitmer","CONN","ECU",0.227988183747782,72.7,72.7,73.9931793212891
2014,9,"Christian Hackenberg","PSU","OSU",-0.323712990049898,61.9,38.9,24.2041301727295
2014,9,"Christian Stewart","BYU","BSU",-0.091133086771457,35.1,22.9,44.5839347839355
2014,9,"Clint Trickett","WVU","OKST",0.0585742235352455,65.1,51.5,57.2348594665527
2014,9,"Cody Kessler","USC","UTAH",0.383690642600917,83.3,66.7,81.661018371582
2014,9,"Cody Sokol","LT","USM",0.32446614784278,68.3,83.3,67.5879058837891
2014,9,"Colby Kirkegaard","WYO","CSU",0.475789200885751,65.5,68.3,87.5214767456055
2014,9,"Cole Stoudt","CLEM","SYR",-0.239309405808252,37.4,34.2,32.6901664733887
2014,9,"Cole Weeks","USM","LT",0.0316623537327055,55.7,54.5,56.5929794311523
2014,9,"Colin Reardon","KENT","M-OH",-0.301603316197693,25.6,38.2,26.3960933685303
2014,9,"Connor Cook","MSU","MICH",-0.0457648548370902,62.6,52.3,49.2579383850098
2014,9,"Connor Halliday","WSU","ARIZ",-0.0499258156828404,49.3,37.1,46.4751091003418
2014,9,"Cooper Rush","CMU","BUFF",-0.11573734804783,43.6,59.6,41.9672355651855
2014,9,"Craig Harrison","USU","UNLV",0.298930519703128,52.9,73.6,78.7774353027344
2014,9,"Dak Prescott","MSST","UK",0.017693054648453,68.7,64.1,58.6887435913086
2014,9,"Davis Webb","TTU","TCU",0.255295177265692,64.6,32.6,67.4736557006836
2014,9,"Daxx Garman","OKST","WVU",-0.168385114506465,32.6,19.3,29.472692489624
2014,9,"Derrius Vick","OHIO","WMU",-0.0263504570042553,39.3,43.9,50.9816360473633
2014,9,"Devin Gardner","MICH","MSU",-0.651282377172078,6.3,2.6,9.23970508575439
2014,9,"Drew Hare","NIU","EMU",0.282938709034721,91.4,97.5,77.7524032592773
2014,9,"Driphus Jackson","RICE","UNT",0.23980112987732,51,53.8,73.9931793212891
2014,9,"Dylan Thompson","SC","AUB",0.503863795934348,92.1,85.3,88.9340972900391
2014,9,"Fredi Knighten","ARST","ULL",0.252896565770632,56.9,69.2,74.9237976074219
2014,9,"Garrett Grayson","CSU","WYO",0.991343467175466,97.5,98.9,96.2356643676758
2014,9,"Garrett Krstich","SMU","MEM",-0.365299936082432,34.1,22.2,23.3067951202393
2014,9,"Gary Nova","RUTG","NEB",0.136159049526121,45.8,27.9,63.2912712097168
2014,9,"Grant Hedrick","BSU","BYU",0.72694170077909,95.1,95.5,95.1019592285156
2014,9,"Greyson Lambert","UVA","UNC",0.209192183722549,57.1,55.9,57.8840637207031
2014,9,"Gunner Kiel","CIN","USF",0.371527444336416,72.3,80.5,81.661018371582
2014,9,"J.T. Barrett","OSU","PSU",-0.363426025889715,82.9,65.3,23.3067951202393
2014,9,"Jack Milas","BALL","AKR",-0.021958700258277,48.6,57.5,53.7024536132812
2014,9,"Jake Waters","KSU","TEX",0.0827332501014737,85.8,68,58.6470718383789
2014,9,"Jameill Showers","UTEP","UTSA",0.24812130365084,63.7,71.7,74.9237976074219
2014,9,"Jaquez Johnson","FAU","MRSH",-0.0246028969116837,61,43.7,50.9816360473633
2014,9,"Jared Goff","CAL","ORE",0.115855981614209,67.3,56.8,63.2912712097168
2014,9,"Jeremiah Briscoe","UAB","ARK",-0.829669246244046,1.3,0.6,5.74739551544189
2014,9,"Joe Gray","SJSU","NAVY",0.337644768051986,71.7,74.2,80.2263488769531
2014,9,"Joe Licata","BUFF","CMU",-0.22117812144435,37.9,49.9,36.8812675476074
2014,9,"John Wolford","WAKE","BC",0.131020683294427,37.8,36.4,63.2912712097168
2014,9,"Johnny McCrary","VAN","MIZ",0.166598835568787,83.4,60.4,67.918830871582
2014,9,"Joshua Dobbs","TENN","ALA",0.0984516380624831,77,63,60.3974723815918
2014,9,"Justin Holman","UCF","TEM",0.292496466121519,85.3,82.7,77.7524032592773
2014,9,"Justin Thomas","GT","PITT",0.589300538903653,94.3,95.2,91.5925827026367
2014,9,"Keenan Reynolds","NAVY","SJSU",0.316375982057479,89.1,94.9,80.2263488769531
2014,9,"Kevin Ellison","GASO","GAST",0.592593259231482,81.5,94.9,91.5925827026367
2014,9,"Kevin Hogan","STAN","ORST",0.16203461576154,88.9,86.3,69.3828887939453
2014,9,"Logan Woodside","TOL","UMASS",0.132557947219257,41.4,63,63.2912712097168
2014,9,"Marcus Mariota","ORE","CAL",0.622267695942812,89,92.2,91.5925827026367
2014,9,"Marquise Williams","UNC","UVA",-0.218328851401511,71.7,50,36.8812675476074
2014,9,"Maty Mauk","MIZ","VAN",0.105417670881407,62.2,67,55.7394485473633
2014,9,"Michael Brewer","VT","MIAMI",-0.444979858396668,21.2,12.9,18.0782566070557
2014,9,"Mike White","USF","CIN",-0.219431780556195,7.7,7.5,33.8083381652832
2014,9,"Mitch Leidner","MINN","ILL",-0.0613571493889328,40.5,41.3,46.1408386230469
2014,9,"Munchie Legaux","CIN","USF",0.253446620733117,75.4,82.9,74.9237976074219
2014,9,"Nick Arbuckle","GAST","GASO",0.543539263714482,71.4,79.6,90.5617599487305
2014,9,"Nick Marshall","AUB","SC",0.885611515135199,99.5,99.3,95.8945236206055
2014,9,"P.J. Walker","TEM","UCF",-0.67674121179761,11.3,7.7,10.4032068252563
2014,9,"Patrick Towles","UK","MSST",0.2149568898713,76.8,62.9,64.855339050293
2014,9,"Paxton Lynch","MEM","SMU",0.197575940878213,68,81.7,70.8083190917969
2014,9,"Pete Thomas","ULM","TXST",0.0150766772516034,47.8,56.2,53.6149940490723
2014,9,"Rakeem Cato","MRSH","FAU",0.300294341875298,71.5,75.8,78.7774353027344
2014,9,"Reilly O'Toole","ILL","MINN",0.0479346560468264,56,54,58.2478408813477
2014,9,"Sean Mannion","ORST","STAN",-0.488514411700192,25.3,9.3,14.7806301116943
2014,9,"Sefo Liufau","COLO","UCLA",-0.199568709599936,50.5,37.3,36.2827301025391
2014,9,"Shane Carden","ECU","CONN",0.0991903511011432,55.3,60.6,60.3974723815918
2014,9,"Taylor Heinicke","ODU","WKU",0.708988559579606,76.4,88.1,94.5616149902344
2014,9,"Taylor Kelly","ASU","WASH",-0.220819515549191,18,11.8,36.8812675476074
2014,9,"Terrance Broadway","ULL","ARST",0.167584978996477,51.2,45.6,67.918830871582
2014,9,"Tommy Armstrong Jr.","NEB","RUTG",0.0864068978778381,71.6,74,58.6470718383789
2014,9,"Travis Wilson","UTAH","USC",-0.101658495742064,69.8,58.1,43.1614837646484
2014,9,"Trevone Boykin","TCU","TTU",0.454431776863038,81.1,86.1,87.5214767456055
2014,9,"Troy Williams","WASH","ASU",-0.571700287060886,11.1,5.9,13.4469089508057
2014,9,"Tyler Jones","TXST","ULM",-0.121672102422385,42.9,44.9,41.9672355651855
2014,9,"Tyler Murphy","BC","WAKE",0.345834665350971,84.1,78.9,80.2263488769531
2014,9,"Tyrone Swoopes","TEX","KSU",-0.231189927997588,46.8,39.9,33.2209205627441
2014,9,"Zach Terrell","WMU","OHIO",0.326562759548433,81.7,90,80.2263488769531
2014,10,"Aaron Bailey","ILL","OSU",0.0677991037254397,15.4,6,38.4196624755859
2014,10,"AJ Long","SYR","NCST",-0.0919541955826044,37.5,35.3,44.5839347839355
2014,10,"Alex McGough","FIU","RICE",-0.551023796230305,10.8,14.9,11.85657787323
2014,10,"Andrew Hendrix","M-OH","WMU",-0.308664788745536,20,25.4,26.3960933685303
2014,10,"Angel Santiago","ARMY","AFA",-0.702375257564264,2.9,3.2,6.14370250701904
2014,10,"Anthony Boone","DUKE","PITT",0.266707944253713,95.2,96,77.4269180297852
2014,10,"Anu Solomon","ARIZ","UCLA",-0.193318002203492,35.3,22,28.7940845489502
2014,10,"Austin Appleby","PUR","NEB",-0.421023671479547,22.7,11.8,31.39284324646
2014,10,"Austin Grammer","MTSU","BYU",-0.513656902305796,13.4,14.4,14.7806301116943
2014,10,"Blake Decker","UNLV","UNM",0.0729097615832774,38.2,64.7,58.7900352478027
2014,10,"Bo Wallace","MISS","AUB",0.184205151630231,66.5,52.6,67.918830871582
2014,10,"Brad Kaaya","MIAMI","UNC",0.502298671563576,80.1,79.3,88.9340972900391
2014,10,"Brandon Allen","ARK","MSST",0.0419907063410377,70.9,52.4,56.5929794311523
2014,10,"Brandon Bridge","USA","ULL",-0.11394848275866,30.8,43.2,41.5617218017578
2014,10,"Brandon Doughty","WKU","LT",-0.87680264005836,5.3,4.5,5.13352108001709
2014,10,"Brett Hundley","UCLA","ARIZ",0.153825991182507,83.2,74.9,66.0685119628906
2014,10,"Bryce Petty","BAY","KU",0.233367881502946,70.7,65.2,73.9931793212891
2014,10,"C.J. Brown","MD","PSU",-0.402116699285195,35.4,17.6,20.5103893280029
2014,10,"Chad Voytik","PITT","DUKE",0.932767905533771,86,85,87.5957489013672
2014,10,"Chandler Whitmer","CONN","UCF",-0.100258057805467,49.3,41.8,43.1614837646484
2014,10,"Christian Hackenberg","PSU","MD",-0.412306482577303,23.4,19.4,20.5103893280029
2014,10,"Christian Stewart","BYU","MTSU",0.0720638089274293,61.2,72.3,58.7900352478027
2014,10,"Clint Trickett","WVU","TCU",-0.310635843226118,52.9,25.1,25.2632579803467
2014,10,"Cody Fajardo","NEV","SDSU",-0.336590306948768,24.2,21.8,23.3067951202393
2014,10,"Cody Kessler","USC","WSU",0.600088948935401,85.4,86,82.9535598754883
2014,10,"Cody Sokol","LT","WKU",0.234433084402601,53.5,74.9,73.9931793212891
2014,10,"Colby Kirkegaard","WYO","FRES",0.621072480543273,91.3,93.2,91.5925827026367
2014,10,"Cole Weeks","USM","UTEP",-0.320874989668491,15.3,23,24.2041301727295
2014,10,"Cooper Rush","CMU","EMU",0.568568868889208,81.7,94.2,82.2508316040039
2014,10,"Cyler Miles","WASH","COLO",-0.1547874991747,15.2,17.7,38.0712661743164
2014,10,"Dak Prescott","MSST","ARK",0.234140085203551,80.1,68.2,73.9931793212891
2014,10,"Dane Evans","TLSA","MEM",0.0275642529744134,61.9,44.3,56.5929794311523
2014,10,"Daxx Garman","OKST","KSU",0.139915016238445,17.7,13.9,48.5512657165527
2014,10,"Devin Gardner","MICH","IND",0.22856652207655,75,76.8,73.9931793212891
2014,10,"Driphus Jackson","RICE","FIU",0.327537132784839,84.5,84.8,80.2263488769531
2014,10,"Dylan Thompson","SC","TENN",0.425879795009069,84.7,74.6,85.5257873535156
2014,10,"Everett Golson","ND","NAVY",1.05328696081244,94.6,95.2,79.9455184936523
2014,10,"Fredi Knighten","ARST","IDHO",0.0893116075833456,30.2,53.8,59.9410400390625
2014,10,"Greyson Lambert","UVA","GT",0.554435567555305,40.3,36.6,72.6080322265625
2014,10,"Hutson Mason","UGA","FLA",0.124509005434767,78.4,47.6,63.2912712097168
2014,10,"Ikaika Woolsey","HAW","USU",0.0557768695358286,52,38.4,57.2348594665527
2014,10,"J.T. Barrett","OSU","ILL",0.268495676624124,82.4,84.5,76.4026336669922
2014,10,"Jacoby Brissett","NCST","SYR",-0.188124684955814,31.2,25.9,35.8434410095215
2014,10,"Jake Rudock","IOWA","NW",1.15590050768754,89.8,86.3,92.3382110595703
2014,10,"Jake Waters","KSU","OKST",0.253395175941576,84.3,77.5,74.9237976074219
2014,10,"Jameill Showers","UTEP","USM",-0.0623705453815474,31.9,55.1,46.1408386230469
2014,10,"Jameis Winston","FSU","LOU",0.0893328458135661,79.9,50.2,59.9410400390625
2014,10,"Jared Goff","CAL","ORST",-0.0442150931056982,65.4,56.9,48.5342979431152
2014,10,"Joel Stave","WIS","RUTG",-0.265480212474392,30.9,30.9,29.1773796081543
2014,10,"Johnny McCrary","VAN","ODU",0.597911497599626,75.7,90.7,91.5925827026367
2014,10,"Joshua Dobbs","TENN","SC",0.266085582163089,88.1,84.4,77.4269180297852
2014,10,"Justin Holman","UCF","CONN",-0.300930432410509,24.4,26.3,26.3960933685303
2014,10,"Justin Thomas","GT","UVA",0.1754981568482,57.5,37.6,67.918830871582
2014,10,"Kale Pearson","AFA","ARMY",0.155784342519323,40.9,61,68.4048156738281
2014,10,"Keenan Reynolds","NAVY","ND",0.0159810513262317,58.8,53.6,56.4067573547363
2014,10,"Kent Myers","USU","HAW",0.764701017442093,90.1,91,95.1019592285156
2014,10,"Kevin Ellison","GASO","TROY",0.268426181428164,72.5,87.8,76.4026336669922
2014,10,"Kevin Hogan","STAN","ORE",0.0588287171370428,76,64.3,57.2348594665527
2014,10,"Kyle Allen","TA&M","ULM",-0.123077299903905,25.6,29.6,39.6869316101074
2014,10,"Lamar Jordan","UNM","UNLV",-0.631603267232964,7.1,14.4,10.7049150466919
2014,10,"Luke Falk","WSU","USC",-0.0438456939401072,33.7,23.4,46.631477355957
2014,10,"Marcus Mariota","ORE","STAN",0.629789443921894,98.3,95.1,91.5925827026367
2014,10,"Marquise Williams","UNC","MIAMI",-0.387236408567932,19.5,10.6,19.6468563079834
2014,10,"Matt Linehan","IDHO","ARST",-0.421091082976846,2.3,1.9,20.5103893280029
2014,10,"Maty Mauk","MIZ","UK",0.297780179050282,71.5,69.8,69.003288269043
2014,10,"Michael Brewer","VT","BC",0.221082867944945,71.5,70.2,71.0122146606445
2014,10,"Michael Cummings","KU","BAY",0.22110754176707,66.5,45.6,71.0122146606445
2014,10,"Munchie Legaux","CIN","TULN",0.524337758041524,88.5,86.5,90.1750793457031
2014,10,"Nick Arbuckle","GAST","APP",-1.00503407328001,1.1,1.7,4.85692501068115
2014,10,"Nick Marshall","AUB","MISS",0.594643879306734,98.2,93.3,91.5925827026367
2014,10,"P.J. Walker","TEM","ECU",-0.0395911212529323,12.2,13.5,42.0331420898438
2014,10,"Patrick Mahomes","TTU","TEX",-0.189565732978436,44.3,21.9,35.8434410095215
2014,10,"Patrick Towles","UK","MIZ",-0.228936960441425,18.1,6.3,20.676815032959
2014,10,"Paxton Lynch","MEM","TLSA",-0.312080805888771,24.4,37.5,25.2632579803467
2014,10,"Pete Thomas","ULM","TA&M",-0.106265717937539,39.2,35.2,42.5466537475586
2014,10,"Quinn Kaehler","SDSU","NEV",-0.286082645913561,34.7,42.2,32.5288047790527
2014,10,"Reilly O'Toole","ILL","OSU",-0.635015551956932,8.8,3.3,9.82105159759521
2014,10,"Rob Bolden","EMU","CMU",-0.701108995132844,1.1,1.8,6.14370250701904
2014,10,"Sam B. Richardson","ISU","OKLA",-0.14878371444863,60.6,41.3,39.0090522766113
