"season","week","athlete_name","team","opponent","qbr_epa","TQBR","raw_qbr","exp_qbr"
2016,9,"Shane Buechele","TEX","BAY",0.164736856509935,67.6,59.9,63.4867630004883
2016,9,"Skyler Howard","WVU","OKST",-0.132360270314616,47.7,38,40.4100570678711
2016,9,"Stephen Johnson","UK","MIZ",0.382023607251531,75.9,72.2,81.661018371582
2016,9,"Taylor Lamb","APP","GASO",-0.0058503387779519,59.9,69.1,56.1585922241211
2016,9,"Thomas Woodson","AKR","BUFF",-0.574473460298504,15.4,20.1,11.85657787323
2016,9,"Tommy Armstrong Jr.","NEB","WIS",-0.322238095933939,36.9,15.9,24.2041301727295
2016,9,"Trace McSorley","PSU","PUR",0.174342752733901,59.4,69.8,67.918830871582
2016,9,"Trevor Knight","TA&M","NMSU",0.225120890564432,38.6,59.3,73.9931793212891
2016,9,"Troy Williams","UTAH","WASH",-0.0755753552907978,68.9,45.9,43.6420402526855
2016,9,"Tyler O'Connor","MSU","MICH",0.218235778497329,67.5,33.2,71.0122146606445
2016,9,"Tyler Rogers","NMSU","TA&M",-0.333844626305363,36.2,23.1,24.2041301727295
2016,9,"Tyler Stehling","RICE","LT",-0.370247197721576,8.2,11,22.5387134552002
2016,9,"Tyree Jackson","BUFF","AKR",-0.268500643189936,28.8,42,31.9382801055908
2016,9,"Will Collins","ULM","ARST",-0.415092480833657,24.8,19.7,20.5103893280029
2016,9,"Will Worth","NAVY","USF",0.278878122868424,56.7,51.7,76.4026336669922
2016,9,"Wilton Speight","MICH","MSU",0.312445228680329,93.8,93.8,69.0471115112305
2016,10,"Ahmad Bradshaw","ARMY","AFA",-0.312541164770048,19.2,24.3,25.2632579803467
2016,10,"Alex Hornibrook","WIS","NW",-0.071628241264614,45.8,38.4,47.6410102844238
2016,10,"Andrew Ford","UMASS","TROY",0.171546593645215,67.5,55.8,67.918830871582
2016,10,"Anthony Jennings","ULL","IDHO",-0.132839742505457,21.7,36.4,40.4100570678711
2016,10,"Anthony Maddie","NIU","BGSU",0.173932918440363,65.2,78.1,67.918830871582
2016,10,"Anu Solomon","ARIZ","WSU",-0.366306042802152,1,1.1,23.3067951202393
2016,10,"Arion Worthman","AFA","ARMY",0.443470726545188,77.5,75.9,86.3960494995117
2016,10,"Austin Allen","ARK","FLA",0.107460869164366,80.4,49.5,63.4686088562012
2016,10,"Austin Wilson","SYR","CLEM",-0.124407800988404,53.4,18.4,39.6869316101074
2016,10,"Baker Mayfield","OKLA","ISU",0.331822156184911,75.3,75.7,80.2263488769531
2016,10,"Ben Hicks","SMU","MEM",-0.0547959304552223,17.8,20.1,40.2013969421387
2016,10,"Brad Kaaya","MIAMI","PITT",0.410379091195145,84.5,84.7,85.5257873535156
2016,10,"Brandon Silvers","TROY","UMASS",0.194617809134428,58.6,74.6,70.8083190917969
2016,10,"Brett Rypien","BSU","SJSU",0.582843992577547,70.2,80.4,92.3539733886719
2016,10,"C.J. Beathard","IOWA","PSU",0.243484835445906,52.6,38.2,73.9931793212891
2016,10,"Caleb Evans","ULM","USA",0.225122958729505,82.5,89.2,73.9931793212891
2016,10,"Caleb Rowe","MD","MICH",-0.263892627490934,26.6,7.2,26.7626609802246
2016,10,"Chad Kelly","MISS","GASO",0.544664370544669,78,85.7,90.5617599487305
2016,10,"Chase Litton","MRSH","ODU",-0.689059454705995,22.5,24,7.95650005340576
2016,10,"Christian Chapman","SDSU","HAW",-0.125710074370125,34.1,46.1,41.9672355651855
2016,10,"Clayton Thorson","NW","WIS",-0.137263097837163,57.8,33.3,43.3173599243164
2016,10,"Conner Manning","GAST","ARST",-0.402483004150087,25.7,22.5,20.5103893280029
2016,10,"Cooper Rush","CMU","M-OH",-0.0464772938113574,60.1,62.3,47.7859573364258
2016,10,"Dallas Davis","USA","ULM",0.243590269226103,58,70.4,62.7270278930664
2016,10,"Dalton Sturm","UTSA","MTSU",0.205970607584435,91,93.5,71.0122146606445
2016,10,"Damion Hobbs","USU","WYO",-0.0895967220925802,24.1,26.4,42.4046478271484
2016,10,"Dane Evans","TLSA","ECU",0.115425257599231,63.5,74.2,55.2362442016602
2016,10,"Daniel Jones","DUKE","VT",-0.0095860494513006,78.8,60.4,54.6301040649414
2016,10,"Danny Etling","LSU","ALA",-0.679907269057838,26.5,5.8,7.95650005340576
2016,10,"David Blough","PUR","MINN",-0.124690074064188,58.5,44.8,41.9672355651855
2016,10,"David Washington","ODU","MRSH",0.243773385728088,81.1,88.7,73.9931793212891
2016,10,"Davis Webb","CAL","WASH",-0.29973554240237,67,43.7,29.8266010284424
2016,10,"Deondre Francois","FSU","NCST",0.180088509499318,86.2,78,61.7314109802246
2016,10,"Deshaun Watson","CLEM","SYR",0.353060673272463,91.3,92.4,82.3837661743164
2016,10,"DeShone Kizer","ND","NAVY",0.508055568354247,80,90.2,90.1750793457031
2016,10,"Donovan Williams","CONN","TEM",-0.419262010444093,32.9,26,20.5103893280029
2016,10,"Drew Lock","MIZ","SC",-0.116276163567182,57.3,49.8,41.9672355651855
2016,10,"Dru Brown","HAW","SDSU",-0.387294805065821,9.7,4.7,15.0779724121094
2016,10,"Giovanni Rescigno","RUTG","IND",-0.281497081096502,26.8,22.8,26.6635799407959
2016,10,"Glen Cuiellette","TULN","UCF",-0.894846260992659,6.3,3.2,5.13352108001709
2016,10,"Gunner Kiel","CIN","BYU",-0.283431363337035,31.1,25.8,24.1231079101562
2016,10,"Gus Ragland","M-OH","CMU",0.626371693924204,92,92.1,91.5925827026367
2016,10,"Hasaan Klugh","CHAR","USM",0.15199623952628,78.4,69.2,66.0685119628906
2016,10,"J.T. Barrett","OSU","NEB",0.395298158817507,93.1,91.9,84.1751403808594
2016,10,"Jack Milas","BALL","WMU",-0.0935569086472092,26.5,26.4,44.5839347839355
2016,10,"Jacob Eason","UGA","UK",0.283253059107592,74,72.5,64.3318634033203
2016,10,"Jacob Park","ISU","OKLA",0.0273491251081563,45.5,38.7,57.2513236999512
2016,10,"Jake Bentley","SC","MIZ",0.22005985408603,73.9,72.5,71.0122146606445
2016,10,"Jake Browning","WASH","CAL",0.707938546422957,98.1,98.4,94.5616149902344
2016,10,"Jake Hubenak","TA&M","MSST",0.323773553462777,44.5,48.3,80.2263488769531
2016,10,"Jalen Hurts","ALA","LSU",-0.442709426763064,89.1,62.8,34.9522933959961
2016,10,"James Morgan","BGSU","NIU",-0.225144803714571,40.7,41.8,30.2630748748779
2016,10,"Jason Driskel","FAU","RICE",0.601183596251257,74.3,89.3,91.5925827026367
2016,10,"Jeff George Jr.","ILL","MSU",0.126834414247425,56.5,59.4,56.1590232849121
2016,10,"Jerod Evans","VT","DUKE",0.210440046470098,75.7,76.1,71.0122146606445
2016,10,"Jesse Ertz","KSU","OKST",0.044407706244223,64.6,58,56.5929794311523
2016,10,"John Urzua","MTSU","UTSA",-0.40026810775042,4.8,8.1,20.5103893280029
2016,10,"John Wolford","WAKE","UVA",0.276898241640828,81.7,81.8,76.4026336669922
2016,10,"Josh Allen","WYO","USU",0.826756490519344,97.9,98.1,95.2912216186523
2016,10,"Justice Hansen","ARST","GAST",-0.439780888410087,12.8,11.7,18.7554492950439
2016,10,"Justin Herbert","ORE","USC",-0.193282611462145,38.8,21.3,34.3962249755859
2016,10,"Justin Thomas","GT","UNC",0.34256510650999,60.2,55.8,80.2263488769531
2016,10,"Keller Chryst","STAN","ORST",-0.322205252364765,55.7,51.6,36.4763526916504
2016,10,"Kenny Hill","TCU","BAY",0.211805841769725,85.6,79,71.0122146606445
2016,10,"Kenny Potter","SJSU","BSU",0.14714695339723,81.6,73.5,65.0295867919922
2016,10,"Kent Myers","USU","WYO",-0.0430037298906901,25.6,28,46.631477355957
2016,10,"Kevin Ellison","GASO","MISS",-0.0678444484536734,49.1,40.8,45.4302177429199
2016,10,"Kurt Benkert","UVA","WAKE",-0.432696107768106,44.2,24.8,19.9528179168701
2016,10,"Kyle Shurmur","VAN","AUB",0.0924594527876226,84.6,69.7,59.9523124694824
2016,10,"Lamar Jackson","LOU","BC",0.754008807197798,99.9,99.8,95.1019592285156
2016,10,"Logan Woodside","TOL","AKR",0.265791782935112,76.6,83.9,77.4269180297852
2016,10,"Luke Del Rio","FLA","ARK",-0.378787203142453,5.5,4.4,16.28440284729
2016,10,"Luke Falk","WSU","ARIZ",0.534397010790721,91.6,94,90.1750793457031
2016,10,"Marcus McMaryion","ORST","STAN",-0.354284409043469,47.2,26.4,26.2985458374023
2016,10,"Mason Fine","UNT","LT",-0.111446720294079,37.7,48.7,41.5617218017578
2016,10,"Mason Rudolph","OKST","KSU",0.555749545116668,90.6,86.9,90.5617599487305
2016,10,"Matt Linehan","IDHO","ULL",0.13736775974228,78.6,84.6,65.9765090942383
2016,10,"Maurice Alexander","FIU","WKU",-0.147992847594883,42.9,48.5,39.1170539855957
2016,10,"McKenzie Milton","UCF","TULN",-0.249823889483036,18.1,17.6,30.611701965332
2016,10,"Mike Fafaul","UCLA","COLO",-0.0595181875996004,42.7,19.4,44.4193725585938
2016,10,"Mike White","WKU","FIU",0.689139991634369,87.9,93.5,87.2645721435547
2016,10,"Mitch Leidner","MINN","PUR",-0.00456615817732043,37,51.2,56.1585922241211
2016,10,"Montell Cozart","KU","WVU",-0.134364301138758,29.1,18.9,36.9654388427734
2016,10,"Nathan Peterman","PITT","MIAMI",0.0646468918733396,68.5,46.8,57.2348594665527
2016,10,"Nick Fitzgerald","MSST","TA&M",0.191760739571194,89.2,83.1,69.9186706542969
2016,10,"Nick Mullens","USM","CHAR",-0.0687170262972742,35.1,54.9,45.4302177429199
2016,10,"Nick Schuessler","CLEM","SYR",0.538493785378833,96.4,96.9,90.5617599487305
2016,10,"Nick Stevens","CSU","FRES",0.566314811906489,89.8,93.9,91.8865432739258
2016,10,"Parker Adamson","USM","CHAR",0.419667327213886,58.1,75.8,85.5257873535156
2016,10,"Patrick Towles","BC","LOU",-0.286371899947141,44.8,28.8,26.6635799407959
2016,10,"Philip Nelson","ECU","TLSA",-0.535013773482709,19.1,14.6,12.8143243789673
2016,10,"Quinton Maxwell","OHIO","BUFF",0.236717672787185,62.3,72.1,73.9931793212891
2016,10,"Richard Lagow","IND","RUTG",0.20030254089332,79.4,81.7,70.8083190917969
2016,10,"Riley Ferguson","MEM","SMU",0.422084660487345,77.1,76.1,85.5257873535156
2016,10,"Ryan Finley","NCST","FSU",-0.0632328345860595,72.9,50.1,46.1408386230469
2016,10,"Ryan Higgins","LT","UNT",0.478037002566249,87.1,90.6,87.5214767456055
2016,10,"Ryan Metz","UTEP","HBU",0.395252158904133,79.8,92.5,84.1751403808594
2016,10,"Sam Darnold","USC","ORE",0.242378169148155,67,72.6,73.9931793212891
2016,10,"Sefo Liufau","COLO","UCLA",-0.144785882710408,49.2,27.6,40.4213600158691
2016,10,"Seth Russell","BAY","TCU",0.0650409073365285,33.8,30.1,57.2348594665527
2016,10,"Shane Buechele","TEX","TTU",0.233649597219505,38.8,55.1,64.9874038696289
2016,10,"Skyler Howard","WVU","KU",0.0270088659702424,96.2,95.8,57.2513236999512
2016,10,"Stephen Johnson","UK","UGA",-0.72851424253843,18.2,9.5,6.14370250701904
2016,10,"Taylor Lamb","APP","TXST",0.258865883564641,66.5,89.1,74.9237976074219
2016,10,"Taysom Hill","BYU","CIN",0.0446634855556021,80,83.5,58.2478408813477
2016,10,"Thomas Woodson","AKR","TOL",0.199796096209455,42.3,49.8,70.8083190917969
2016,10,"Tommy Armstrong Jr.","NEB","OSU",-0.258996064463355,69.9,39.6,31.6169509887695
2016,10,"Trace McSorley","PSU","IOWA",0.354117222129075,88.1,79.3,82.3837661743164
2016,10,"Trevor Knight","TA&M","MSST",-0.0488932979818425,65.6,69,47.7859573364258
2016,10,"Ty Gangi","NEV","UNM",0.200213466658864,46.6,57.2,70.8083190917969
2016,10,"Tyler Jones","TXST","APP",-0.368083600751345,25.9,14,22.5387134552002
2016,10,"Tyler O'Connor","MSU","ILL",0.111328354198756,74.8,70.7,63.2912712097168
2016,10,"Tyler Stehling","RICE","FAU",-0.256774736377928,25.3,46.8,31.6169509887695
2016,10,"Tyree Jackson","BUFF","OHIO",0.00131603270255024,62.3,63.7,57.8254623413086
2016,10,"Will Worth","NAVY","ND",0.3159569386426,88.7,85.8,80.2263488769531
2016,10,"Wilton Speight","MICH","MD",1.12190055911413,99.8,99.8,93.882194519043
2016,10,"Zach Kline","FRES","CSU",-0.355182290458352,25.7,34.8,23.3067951202393
2016,10,"Zach Terrell","WMU","BALL",0.539392762949663,83.4,90.1,79.9157485961914
2016,11,"Alec Morris","UNT","WKU",-0.463665345031392,23.8,28.1,18.5154590606689
2016,11,"Anthony Jennings","ULL","GASO",0.460500485172487,92.1,94.6,87.5214767456055
2016,11,"Austin Allen","ARK","LSU",-0.360057596661328,22.8,6.4,20.312463760376
2016,11,"Austin Appleby","FLA","SC",0.58782805300298,88.8,86.8,92.3539733886719
2016,11,"Baker Mayfield","OKLA","BAY",0.464833235605713,96.8,95.5,87.5214767456055
2016,11,"Ben Hicks","SMU","ECU",0.571253524091841,81.2,86.4,82.71826171875
2016,11,"Brad Kaaya","MIAMI","UVA",-0.174567379625552,39.7,36.9,35.0748329162598
2016,11,"Brett Rypien","BSU","HAW",0.838878573264292,94.3,96,96.2834014892578
2016,11,"Brogan Roback","EMU","BALL",0.13763905092727,55.7,69.6,65.9765090942383
2016,11,"C.J. Beathard","IOWA","MICH",-0.407806588861155,18.2,5.1,20.5103893280029
2016,11,"Caleb Evans","ULM","GAST",-0.0536527893595111,65.9,63.7,47.1036834716797
2016,11,"Carter Stanley","KU","ISU",-0.134667098559551,40.5,44,40.4100570678711
2016,11,"Chase Litton","MRSH","MTSU",0.230118810807387,70.1,79.1,68.9703750610352
2016,11,"Christian Chapman","SDSU","NEV",0.0665724478527482,63.1,74.3,57.2348594665527
2016,11,"Clayton Thorson","NW","PUR",0.218821599054948,78.7,85.4,71.0122146606445
2016,11,"Conner Manning","GAST","ULM",0.777732980907009,80.4,88.9,95.6732330322266
2016,11,"Dalton Sturm","UTSA","LT",-0.134662558070697,17.4,22.6,40.4100570678711
2016,11,"Dane Evans","TLSA","NAVY",1.02306722946013,94.7,97.5,96.2356643676758
2016,11,"Daniel Jones","DUKE","UNC",0.354985929801048,81.1,80.1,82.3837661743164
2016,11,"Danny Etling","LSU","ARK",0.320737608053185,81.3,77.6,80.2263488769531
2016,11,"David Blough","PUR","NW",-0.232803245748234,30.3,26.6,31.5553894042969
2016,11,"David Washington","ODU","USM",0.0945321976854208,90.3,86.7,60.0421867370605
2016,11,"Davis Webb","CAL","WSU",0.251574831371465,63.4,65.9,74.9237976074219
2016,11,"Deondre Francois","FSU","BC",0.172987063645914,89.8,80.9,67.918830871582
2016,11,"Deshaun Watson","CLEM","PITT",0.346896622897082,82,82.2,80.2263488769531
2016,11,"DeShone Kizer","ND","ARMY",0.407455634404803,95.6,95.5,85.5257873535156
2016,11,"Drew Lock","MIZ","VAN",0.18192979334893,72,68.8,67.918830871582
2016,11,"Dru Brown","HAW","BSU",-0.163375721382846,44.4,36,36.2281761169434
2016,11,"Glen Cuiellette","TULN","HOU",-0.178734105461182,38.5,25.5,35.8434410095215
2016,11,"Gus Ragland","M-OH","BUFF",0.242899531006075,61,68.4,73.9931793212891
2016,11,"Hasaan Klugh","CHAR","RICE",-0.0514137052911962,26.1,53.5,46.4751091003418
2016,11,"Hayden Moore","CIN","UCF",-0.631260408351348,18.4,10,10.7049150466919
2016,11,"J.T. Barrett","OSU","MD",0.23444406504599,91.4,92.3,73.9931793212891
2016,11,"Jacob Eason","UGA","AUB",0.106037607701554,71.6,54.3,55.7394485473633
2016,11,"Jacob Park","ISU","KU",0.383041090520697,84.3,81.4,81.661018371582
2016,11,"Jake Bentley","SC","FLA",-0.363077910762431,52.1,18.8,23.3067951202393
2016,11,"Jake Browning","WASH","USC",-0.0403453756014666,45.8,29,44.9388580322266
2016,11,"Jake Hubenak","TA&M","MISS",-0.0348945703859432,62.6,57.5,48.823112487793
2016,11,"Jalen Hurts","ALA","MSST",0.154705213348657,79.2,83.4,66.0685119628906
2016,11,"James Morgan","BGSU","AKR",-0.620848443011554,13.2,19.5,11.8684186935425
2016,11,"Jason Driskel","FAU","UTEP",0.480722839366495,68.6,87.3,87.5214767456055
2016,11,"Jerod Evans","VT","GT",0.0435563885378152,44.7,41.9,56.5929794311523
2016,11,"John Urzua","MTSU","MRSH",-0.0718748801331693,52,63.7,49.4644966125488
2016,11,"John Wolford","WAKE","LOU",-0.362362946181304,46.3,27.5,23.3067951202393
2016,11,"Josh Allen","WYO","UNLV",-0.0242121941375918,72,82.9,50.9816360473633
2016,11,"Joshua Dobbs","TENN","UK",0.667912034362822,96.6,96.7,94.2937240600586
2016,11,"Justice Hansen","ARST","NMSU",0.111709202686017,47.8,68,63.2912712097168
2016,11,"Justin Herbert","ORE","STAN",0.130284480503133,72.1,53.9,63.2912712097168
2016,11,"Keller Chryst","STAN","ORE",0.622207687262607,92.7,93.7,80.8213272094727
2016,11,"Kent Myers","USU","UNM",0.150349274225035,60.7,72.8,66.0685119628906
2016,11,"Keon Howard","USM","ODU",-0.435876342684473,26,27.5,19.9528179168701
2016,11,"Kurt Benkert","UVA","MIAMI",-0.160594556640827,52.6,33.7,38.0712661743164
2016,11,"Kurt Palandech","UNLV","WYO",0.31586192209281,78,81.8,80.2263488769531
2016,11,"Kyle Shurmur","VAN","MIZ",-0.503073796259412,18.6,15.9,14.7806301116943
2016,11,"Lamar Jackson","LOU","WAKE",-0.275691946791753,66.9,48.8,27.2108364105225
2016,11,"Logan Woodside","TOL","NIU",-0.00911700967429193,53.2,55.9,54.6301040649414
2016,11,"Luke Falk","WSU","CAL",0.328351527737719,79.2,83.4,80.2263488769531
2016,11,"Manny Wilkins","ASU","UTAH",-0.145645791065829,25,14.4,40.4213600158691
2016,11,"Marcus McMaryion","ORST","UCLA",-0.450716679686956,41.6,19.9,18.0782566070557
2016,11,"Mason Rudolph","OKST","TTU",0.477062196775137,83.7,91.8,87.5214767456055
2016,11,"Matt Linehan","IDHO","TXST",0.449891442386849,79.2,93.3,86.3006134033203
2016,11,"Matthew Jordan","GT","VT",-0.374694936992309,69.5,45.2,22.5387134552002
2016,11,"McKenzie Milton","UCF","CIN",-0.0147119025179634,40.5,49.2,54.6301040649414
2016,11,"Mike Fafaul","UCLA","ORST",-0.0587390335845137,52.6,48.5,44.4193725585938
2016,11,"Mike White","WKU","UNT",0.881624127157115,85.9,90.8,95.8945236206055
2016,11,"Mitch Leidner","MINN","NEB",0.227903680960508,80.6,75.6,73.9931793212891
2016,11,"Nathan Peterman","PITT","CLEM",0.293554079732115,94.2,76.2,77.7524032592773
2016,11,"Nick Fitzgerald","MSST","ALA",-0.464303449931714,40.1,9.3,18.5154590606689
2016,11,"Nick Holley","KENT","WMU",-0.177452135038672,23.4,23.3,35.8434410095215
2016,11,"Patrick Towles","BC","FSU",-0.905307349696547,10.3,3.7,5.96048307418823
2016,11,"Philip Nelson","ECU","SMU",-0.273736206068345,18.3,19.3,28.2137393951416
2016,11,"Quinton Flowers","USF","MEM",0.627845093381509,97.7,97.7,91.5925827026367
2016,11,"Richard Lagow","IND","PSU",0.132580346282086,72,61.8,54.0312423706055
2016,11,"Riley Ferguson","MEM","USF",0.265704994357404,75.3,73.8,77.4269180297852
2016,11,"Riley Neal","BALL","EMU",0.500797993380253,48.9,59.1,65.9074554443359
2016,11,"Ryan Finley","NCST","SYR",0.126562418369301,77.8,78.3,63.2912712097168
2016,11,"Ryan Graham","NIU","TOL",0.0593374928235992,55.9,61.8,57.2348594665527
2016,11,"Ryan Higgins","LT","UTSA",0.329420531599706,87.4,92.4,80.2263488769531
2016,11,"Ryan Metz","UTEP","FAU",0.224790781630985,45.9,66.1,73.9931793212891
2016,11,"Sam Darnold","USC","WASH",0.241012267943923,91.1,77.7,73.9931793212891
2016,11,"Sean White","AUB","UGA",-1.10639729171309,2,0.9,2.15051794052124
2016,11,"Seth Russell","BAY","OKLA",-0.145388898570943,37.1,28.4,40.4213600158691
2016,11,"Seth Shuman","GASO","ULL",0.276981373619519,62.4,73.7,76.4026336669922
2016,11,"Shane Buechele","TEX","WVU",0.134059973069902,65.2,54.6,52.297908782959
2016,11,"Shea Patterson","MISS","TA&M",0.347404307215047,83.3,72.5,71.4893417358398
2016,11,"Skyler Howard","WVU","TEX",0.0688840583744283,66.3,53.6,57.2348594665527
2016,11,"Stephen Johnson","UK","TENN",0.0685288882211261,71.2,62.5,57.2348594665527
2016,11,"Taysom Hill","BYU","SUU",0.555742968523553,90.8,96.9,90.5617599487305
2016,11,"Tommy Armstrong Jr.","NEB","MINN",0.454794739924073,89.1,84.2,87.5214767456055
2016,11,"Tra'Von Chapman","AKR","BGSU",-0.412489969038033,37.4,53.2,20.5103893280029
2016,11,"Trace McSorley","PSU","IND",0.323404638309137,88.6,84.7,80.2263488769531
2016,11,"Troy Williams","UTAH","ASU",0.233407051062011,75.3,75,73.9931793212891
2016,11,"Ty Gangi","NEV","SDSU",-0.050972873199125,52.7,36.7,46.4751091003418
2016,11,"Tyler Jones","TXST","IDHO",0.0503122663440809,15.9,28.1,58.2478408813477
2016,11,"Tyler Rogers","NMSU","ARST",-0.304418400003702,23.7,18.8,26.3960933685303
2016,11,"Tyler Stehling","RICE","CHAR",0.132073749688788,47,63.9,63.2912712097168
2016,11,"Tyree Jackson","BUFF","M-OH",-0.458430912072792,2.5,3.1,18.0782566070557
2016,11,"Tyrrell Pigrome","MD","OSU",-0.263470009122454,32.7,13.4,26.7626609802246
2016,11,"Will Worth","NAVY","TLSA",0.42752315832475,95.8,94.9,85.5257873535156
2016,11,"Wilton Speight","MICH","IOWA",-0.358014114115694,20.4,10.5,24.7905235290527
2016,11,"Zach Terrell","WMU","KENT",0.280720496359756,66.2,65.7,77.6115036010742
2016,11,"Zack Mahoney","SYR","NCST",-0.432226678440899,30.8,22.1,19.9528179168701
2016,12,"Ahmad Bradshaw","ARMY","MORG",0.297177220365377,40,67.6,78.7774353027344
2016,12,"Alec Morris","UNT","USM",-0.110908325375254,49.1,40.4,41.5617218017578
2016,12,"Andrew Ford","UMASS","BYU",-0.219093494124368,46.3,37,33.8083381652832
2016,12,"Anthony Jennings","ULL","UGA",0.0767763599549988,60.5,39.1,59.4982414245605
2016,12,"Arion Worthman","AFA","SJSU",0.199453754654891,67.6,76.3,70.8083190917969
2016,12,"Austin Allen","ARK","MSST",0.789211637564386,93.8,94.6,95.6732330322266
2016,12,"Austin Appleby","FLA","LSU",-0.231414227595307,13.6,3.2,30.0840492248535
2016,12,"Baker Mayfield","OKLA","WVU",0.51984978631216,94.5,90.6,90.1750793457031
2016,12,"Ben Hicks","SMU","USF",0.334698497463545,65.3,63.5,64.9334030151367
2016,12,"Brad Kaaya","MIAMI","NCST",0.089183636037961,65.3,51.5,59.9410400390625
2016,12,"Brandon Dawkins","ARIZ","ORST",0.0260475077166281,89.8,86.9,57.2513236999512
2016,12,"Brandon Silvers","TROY","ARST",-0.500862874444796,11.9,10.2,14.7806301116943
2016,12,"Brett Rypien","BSU","UNLV",-0.207878189765772,70,83.1,37.4798851013184
2016,12,"Brogan Roback","EMU","NIU",-0.170085602903354,31.9,35.6,35.0748329162598
2016,12,"C.J. Beathard","IOWA","ILL",-0.328995624437558,15.6,13.1,24.2041301727295
2016,12,"Caleb Evans","ULM","APP",-0.179380555084558,54.4,35.8,35.8434410095215
2016,12,"Carter Stanley","KU","TEX",-0.457317808736542,24.2,17.5,18.0782566070557
2016,12,"Chase Litton","MRSH","FIU",-0.0685381758269595,48.8,62.5,45.4302177429199
2016,12,"Christian Chapman","SDSU","WYO",-0.117499526842139,56.9,59.8,41.9672355651855
2016,12,"Clayton Thorson","NW","MINN",-0.349045959386084,31.5,21,23.3067951202393
2016,12,"Cole Garvin","USA","PRE",-0.036159451077045,17.8,40.4,47.3992156982422
2016,12,"Conner Manning","GAST","GASO",0.257664753862724,51.6,64.3,74.9237976074219
2016,12,"Cooper Rush","CMU","OHIO",0.207010790287098,79.4,82.2,71.0122146606445
2016,12,"Dane Evans","TLSA","UCF",-0.364929037529661,53.8,36.4,23.3067951202393
2016,12,"Daniel Jones","DUKE","PITT",-0.0678613397591645,62.7,60.1,45.4302177429199
2016,12,"Daniel Santacaterina","NIU","EMU",-0.220013550414003,33.5,40.3,36.8812675476074
2016,12,"Danny Etling","LSU","FLA",0.257978119891565,92,73.4,74.9237976074219
2016,12,"David Blough","PUR","WIS",-0.476911081832354,18.6,7.7,16.3533535003662
2016,12,"David Washington","ODU","FAU",0.582426828496695,85.3,93,92.3539733886719
2016,12,"Davis Webb","CAL","STAN",0.25012409560225,72,53.8,74.9237976074219
2016,12,"Deondre Francois","FSU","SYR",0.598439539668422,88.5,88.8,91.5925827026367
2016,12,"Deshaun Watson","CLEM","WAKE",0.125458856712535,89.2,77.5,63.2912712097168
2016,12,"DeShone Kizer","ND","VT",0.0580864374816489,72.3,51.7,57.2348594665527
2016,12,"Donovan Williams","CONN","BC",-0.575277369771928,20.4,9.9,11.85657787323
2016,12,"Drew Lock","MIZ","TENN",-0.213798723972076,45.7,36.1,36.8812675476074
2016,12,"Dru Brown","HAW","FRES",0.101220841341665,27.1,36.5,51.2692909240723
2016,12,"Favian Upshaw","GASO","GAST",0.136479276915229,56,53.5,64.6349792480469
2016,12,"Giovanni Rescigno","RUTG","PSU",-0.751106699660125,7.7,4.9,6.14370250701904
2016,12,"Grant Rohach","BUFF","WMU",-0.628391644316507,13.9,12.5,10.7049150466919
2016,12,"Hasaan Klugh","CHAR","MTSU",-0.104159432737581,35.6,47.2,43.4798812866211
2016,12,"Hayden Moore","CIN","MEM",-0.405483656682902,7.9,9.1,20.5103893280029
2016,12,"J.T. Barrett","OSU","MSU",-0.166909437703543,40,40.1,35.5372924804688
2016,12,"Jackson Tyner","RICE","UTEP",-0.259724843502791,36.2,64.1,42.1025848388672
2016,12,"Jacob Park","ISU","TTU",0.563590119868923,96.9,98.6,91.8865432739258
2016,12,"Jake Bentley","SC","WCU",0.119289234467454,70.9,88.4,63.2912712097168
2016,12,"Jake Browning","WASH","ASU",-0.0619544958200667,39.7,42.3,46.1408386230469
2016,12,"Jake Hubenak","TA&M","UTSA",0.108538084358953,57,70.1,65.1858673095703
2016,12,"Jalen Hurts","ALA","CHAT",0.0922267509141507,28.9,55.9,59.9410400390625
2016,12,"James Morgan","BGSU","KENT",0.299128503700189,59,61.3,71.297119140625
2016,12,"Jared Johnson","UTSA","TA&M",0.146622269395714,69.8,55,65.0295867919922
2016,12,"Jason Driskel","FAU","ODU",-0.079370796413376,36.3,41,43.6420402526855
2016,12,"Jason Stewart","MEM","CIN",0.464691559483543,87.8,90.1,87.5214767456055
2016,12,"Jeremy Johnson","AUB","AAMU",0.402528635592727,83,93.9,85.5257873535156
2016,12,"Jerod Evans","VT","ND",0.206514395023655,79.4,73.8,71.0122146606445
2016,12,"Jesse Ertz","KSU","BAY",-0.0687313781311155,75.8,66.6,45.4302177429199
2016,12,"Joel Lanning","ISU","TTU",0.572806931364595,100,100,92.3539733886719
2016,12,"John O'Korn","MICH","IND",-0.405328505156085,26.9,22.8,20.5103893280029
2016,12,"John Urzua","MTSU","CHAR",-0.142450170769866,22.4,36.6,40.4213600158691
2016,12,"Josh Allen","WYO","SDSU",0.359854964525804,90.1,82.6,82.3837661743164
2016,12,"Joshua Dobbs","TENN","MIZ",0.81718772978698,99.7,99.7,95.2912216186523
2016,12,"Justice Hansen","ARST","TROY",-0.223322562401132,54.4,42,36.8812675476074
2016,12,"Justin Herbert","ORE","UTAH",0.103309770755707,90,80.1,61.3078727722168
2016,12,"Justin Thomas","GT","UVA",-0.323244298561049,24.2,24.3,24.2041301727295
