CWA,DEF,EPE,EXP,FUM,INT,PA,PAS,PEN,QBP,QBR,REP,RUN,SAC,SCR,TOT,TQBR,UNQRK,YAC,athlete_id,athlete_name,game_id,team_abbreviation,team_id,week,year
0.985,0.0,3.098,-1.768,0.0,-0.896,-3.747,3.098,-0.216,50.0,31.461,-1.519,-2.441,-1.768,-0.922,-1.325,41.81,0.0,-1.547,235158,John Brantley,302890057,FLA,57,7,2010
0.865,0.0,5.029,-0.82,0.0,-2.085,2.895,5.029,-0.043,40.0,67.964,0.0,0.0,-0.82,0.0,4.167,75.067,0.0,2.06,235677,Brandon Weeden,302892641,OKST,197,7,2010
0.912,0.0,0.377,0.0,0.0,0.0,-1.387,0.377,0.097,38.0,40.627,-0.823,-0.075,0.0,0.748,0.399,38.477,0.0,0.267,236253,Joshua Nesbitt,302890059,GT,59,7,2010
0.769,0.0,2.056,-1.722,0.0,0.0,0.054,2.056,0.223,40.0,50.353,0.0,0.962,-1.722,0.962,1.519,41.305,0.0,0.179,236717,G.J. Kinne,302890202,TLSA,202,7,2010
0.64,0.0,7.87,-0.736,0.0,0.0,11.126,7.87,1.097,36.0,96.126,0.087,0.003,-0.736,-0.085,8.233,95.315,0.0,-0.568,236838,Tyrod Taylor,302890259,VT,259,7,2010
0.577,0.0,4.286,-1.607,0.0,0.0,5.335,4.286,0.656,41.0,79.45,0.0,0.879,-1.607,0.879,4.214,68.336,0.0,0.857,237155,Wesley Carroll,302890249,FIU,2229,7,2010
0.995,0.0,-0.978,0.0,0.0,0.0,-4.42,-0.978,-0.524,35.0,21.212,0.777,-1.223,0.0,-2.0,-2.725,43.912,0.0,-0.498,237175,Chris Relf,302890057,MSST,344,7,2010
0.93,0.0,5.694,-1.429,0.0,0.0,5.945,5.694,0.947,33.0,86.67,0.159,1.789,-1.429,1.631,7.001,71.121,0.0,-0.64,237197,Nick Fanuzzi,302890242,RICE,242,7,2010
0.73,0.0,-5.278,-0.717,-0.288,-6.587,-8.465,-5.278,0.764,54.0,16.398,1.235,1.231,-1.005,-0.004,-4.288,19.389,0.0,-1.501,237244,Dwight Dasher,302890059,MTSU,2393,7,2010
0.986,0.0,7.505,-0.868,0.0,0.0,5.345,7.505,0.158,35.0,83.017,0.134,0.134,-0.868,0.0,6.929,71.755,0.0,-0.205,237276,Bryan Ellis,302890005,UAB,5,7,2010
0.938,0.0,1.921,-1.71,-4.464,-1.222,-7.869,1.921,-0.729,51.0,16.752,-0.316,-4.564,-1.71,0.217,-5.082,17.002,0.0,-0.826,237656,Chris Masson,302892653,ULL,309,7,2010
0.855,0.0,-1.759,-0.703,0.0,-5.297,-0.878,-1.759,1.18,43.0,44.715,0.312,2.297,-0.703,1.985,1.015,37.104,0.0,1.048,237674,Chandler Harnish,302892459,NIU,2459,7,2010
0.732,0.0,4.256,-0.956,0.0,0.0,3.472,4.256,-0.067,42.0,70.243,0.63,0.786,-0.956,0.156,4.02,54.491,0.0,0.444,237729,Austin Davis,302890235,USM,2572,7,2010
0.664,0.0,1.316,-2.529,0.0,0.0,-1.953,1.316,0.59,36.0,36.268,0.0,0.475,-2.529,0.475,-0.149,19.249,0.0,-0.502,237933,Omar Clayton,302890036,UNLV,2439,7,2010
0.964,0.0,0.056,0.0,-3.92,-2.707,-4.265,0.056,0.735,66.0,33.817,0.397,-1.847,0.0,1.676,-1.055,22.561,0.0,-1.399,238093,Russell Wilson,302890151,NCST,152,7,2010
0.978,0.0,4.123,-0.714,0.0,-1.12,3.961,4.123,0.0,33.0,77.685,0.0,2.016,-0.714,2.016,5.424,79.896,0.0,1.272,238239,Ryan Lindley,302890021,SDSU,21,7,2010
0.914,0.0,3.742,-0.744,0.0,0.0,0.528,3.742,0.0,26.0,55.253,-1.374,-1.374,-0.744,0.0,1.624,65.689,0.0,0.381,238910,Kirk Cousins,302890127,MSU,127,7,2010
0.991,0.0,4.704,0.0,0.0,0.0,1.571,4.704,-0.125,29.0,63.716,-0.437,-1.642,0.0,-1.205,2.936,64.469,0.0,-0.422,240655,Ricky Dobbs,302892426,NAVY,2426,7,2010
0.937,0.0,6.957,-0.77,0.0,-2.947,3.568,6.957,-0.329,42.0,70.74,-0.784,-0.623,-0.77,0.161,5.235,75.38,0.0,0.874,243503,Stephen Garcia,302890096,SC,2579,7,2010
0.885,0.0,2.577,0.0,0.0,0.0,1.71,2.577,-0.491,42.0,60.42,0.0,1.211,0.0,1.211,3.297,50.677,0.0,-0.844,377700,Jacory Harris,302890150,MIA,2390,7,2010
0.642,0.0,7.573,0.0,0.0,0.0,10.151,7.573,-0.072,37.0,94.536,0.115,0.155,0.0,0.039,7.656,93.714,0.0,-0.053,377845,Landry Jones,302890201,OKLA,201,7,2010
0.72,0.0,-0.908,-0.206,0.0,0.0,-2.059,-0.908,0.949,35.0,35.173,-0.738,-0.107,-0.206,0.631,-0.272,52.021,0.0,0.161,377866,Kyle Parker,302890228,CLEM,228,7,2010
0.823,0.0,2.622,-2.692,0.0,-1.146,1.187,2.622,-0.06,30.0,60.133,0.0,2.293,-2.692,2.293,2.163,58.475,0.0,-0.482,378126,Matt Scott,302890265,ARIZ,12,7,2010
0.958,0.0,2.439,-2.617,0.0,-4.212,-2.519,2.858,0.659,48.0,36.694,0.672,-0.685,-2.617,-1.357,-0.205,38.864,0.0,1.118,378147,Ryan Katz,302890264,ORST,204,7,2010
0.987,0.0,5.808,0.0,-2.29,-2.069,5.243,5.808,-1.161,51.0,74.426,-0.337,2.726,0.0,5.353,7.594,78.86,0.0,-0.438,378497,Robert Griffin III,302890038,BAY,239,7,2010
0.576,0.0,-0.167,-2.192,-1.431,0.0,-11.428,-0.167,-0.053,45.0,6.668,-0.665,-2.922,-2.192,-0.826,-5.334,4.826,0.0,-1.119,378912,Chase Baine,302890249,UNT,249,7,2010
0.566,0.0,3.28,0.0,0.0,-0.563,4.134,3.28,-0.034,28.0,82.261,0.855,-0.144,0.0,-0.998,3.103,66.778,0.0,0.168,379032,Boo Jackson,302890195,OHIO,195,7,2010
0.715,0.0,1.366,-1.178,-0.377,-0.236,0.178,1.207,0.0,47.0,50.985,-2.037,1.554,-1.178,3.968,1.743,60.921,0.0,-0.632,379070,Terrelle Pryor Sr.,302890275,OSU,194,7,2010
0.916,0.0,4.937,-1.776,-1.556,-2.193,-2.174,4.937,-0.348,40.0,36.246,0.0,-2.401,-2.318,-1.387,-0.231,26.849,0.0,-0.483,380345,Tyler Hansen,302890038,COLO,38,7,2010
0.796,0.0,6.652,-1.139,0.0,0.0,4.156,6.652,0.091,52.0,69.648,-0.305,-0.305,-1.139,0.0,5.3,83.86,0.0,-0.412,381364,Blaine Gabbert,302890245,MIZ,142,7,2010
0.928,0.0,-6.102,-1.132,-1.117,-6.489,-12.934,-6.102,-0.164,48.0,5.732,-1.146,-2.462,-1.132,-0.198,-9.86,12.966,0.0,-0.962,381689,Sean Renfree,302890150,DUKE,150,7,2010
0.717,0.0,-3.447,-1.029,0.0,-1.345,-11.539,-3.447,-0.042,53.0,9.428,-0.926,-1.931,-1.029,-1.005,-6.45,28.304,0.0,-1.535,381755,Jeremiah Masoli,302890333,MISS,145,7,2010
0.696,0.0,7.397,-1.16,0.0,0.0,7.111,7.397,0.235,32.0,90.964,0.0,-0.449,-1.16,-0.449,6.023,93.888,0.0,1.041,382104,Tino Sunseri,302890183,PITT,221,7,2010
0.817,0.0,-2.068,-1.776,0.0,-3.349,-8.052,-2.068,1.151,46.0,13.955,-1.372,-2.08,-1.776,-0.707,-4.772,32.772,0.0,-2.081,382201,B.J. Daniels,302870277,USF,58,7,2010
0.488,0.0,-1.458,-0.304,0.0,-2.499,-4.602,-1.458,0.54,54.0,29.203,0.0,0.241,-0.304,0.241,-0.981,36.776,0.0,-1.369,382584,Ryan Nassib,302890183,SYR,183,7,2010
0.751,0.0,9.468,-1.085,0.0,-3.072,8.971,9.247,0.198,40.0,91.137,0.0,-0.397,-1.085,-0.397,8.183,94.795,0.0,0.861,382642,Tyler Wilson,302890002,ARK,8,7,2010
0.854,0.0,0.553,-3.174,0.0,-2.508,-4.482,0.553,-0.128,33.0,19.602,-0.693,0.317,-3.174,1.009,-2.475,16.66,0.0,-0.074,382917,Kawaun Jakes,302890098,WKU,98,7,2010
0.763,0.0,-4.673,0.0,0.0,-2.042,-10.067,-4.673,0.0,34.0,4.407,-1.388,-1.761,0.0,-0.372,-6.434,5.146,0.0,-0.175,383087,Jerry Davis,302892459,BUFF,2084,7,2010
0.636,0.0,6.837,-2.409,0.0,-1.487,6.188,6.837,-0.124,59.0,74.836,0.0,1.437,-2.409,1.437,5.742,73.31,0.0,-1.273,383463,Ryan Griffin,302890202,TULN,2655,7,2010
0.965,0.0,3.736,-0.666,0.0,-2.713,0.184,3.736,-0.236,59.0,50.811,-0.331,0.078,-0.666,0.409,2.913,47.267,0.0,-0.695,383499,Ryan Radcliff,302892117,CMU,2117,7,2010
0.768,0.0,0.608,-2.03,-0.334,-3.931,-1.277,0.608,0.855,58.0,44.303,1.517,2.059,-2.363,0.543,1.159,61.441,0.0,-1.87,383521,Alex Carder,302890087,WMU,2711,7,2010
0.961,0.0,5.103,0.0,0.0,-3.649,2.552,5.246,-0.478,59.0,61.05,0.348,0.549,0.0,0.201,5.175,48.315,0.0,-2.535,384784,Ryan Aplin,302890084,ARST,2032,7,2010
1.0,0.0,8.071,-1.843,-1.657,0.0,-0.858,8.071,-0.583,61.0,46.353,0.0,-3.573,-1.843,-1.916,2.072,36.764,0.0,-0.102,385212,Zac Dysert,302892117,M-OH,193,7,2010
0.772,0.0,4.194,-1.954,0.0,-0.454,1.528,4.194,-0.441,37.0,60.567,0.0,0.753,-1.954,0.753,2.552,53.458,0.0,1.173,385324,Dayne Crist,302890087,ND,87,7,2010
0.888,0.0,0.797,0.0,0.0,-1.059,5.811,0.931,-0.422,49.0,77.423,2.205,6.873,0.0,4.668,7.248,80.945,0.0,0.113,386275,Tim Jefferson Jr.,302890021,AFA,2005,7,2010
0.906,0.0,-2.086,0.0,0.0,0.0,0.947,-2.086,0.384,31.0,57.872,0.935,3.908,0.0,2.973,2.206,78.259,0.0,0.135,480209,Garrett Gilbert,302890158,TEX,251,7,2010
0.605,0.0,3.054,0.0,0.0,0.0,5.071,3.054,0.0,30.0,85.276,0.683,0.889,0.0,0.205,3.942,83.669,0.0,0.134,480210,Aaron Murray,302890061,UGA,61,7,2010
0.993,0.0,1.312,0.0,0.0,-0.968,1.969,1.312,-0.258,38.0,63.142,1.134,2.713,0.0,1.579,3.767,72.684,0.0,-0.318,480237,Denard Robinson,302890130,MICH,130,7,2010
0.704,0.0,4.26,-0.552,0.0,-1.264,4.715,4.26,0.062,31.0,82.927,0.583,0.599,-0.552,0.016,4.37,88.296,0.0,-1.321,480264,Tate Forcier,302890130,MICH,130,7,2010
0.511,0.0,6.947,-0.719,0.0,0.0,9.638,6.947,-0.211,45.0,90.253,0.0,0.016,-0.719,0.016,6.034,94.336,0.0,-0.106,480322,Matt Barkley,302890030,USC,30,7,2010
0.834,0.0,-1.974,-1.063,0.0,-4.872,-2.323,-1.974,1.573,39.0,35.003,0.0,1.089,-1.063,1.089,-0.375,43.427,0.0,-0.792,480413,Nathan Scheelhaase,302890127,ILL,356,7,2010
0.433,0.0,0.269,-1.461,0.0,-0.428,-5.851,0.269,-0.021,59.0,26.297,0.0,-0.092,-1.461,-0.092,-1.306,17.901,0.0,-1.728,480812,Jordan Webb,302872305,KU,2305,7,2010
0.681,0.0,0.542,-2.447,0.0,-2.473,-5.836,0.542,-0.519,56.0,25.295,0.0,0.28,-2.447,0.28,-2.143,43.738,0.0,-0.67,480847,Danny O'Brien,302890228,MD,120,7,2010
0.744,0.0,7.114,-1.696,0.0,0.0,5.74,7.114,-0.369,47.0,78.057,0.0,0.901,-1.696,0.901,5.95,75.305,0.0,-0.17,480919,Bryant Moniz,302890062,HAW,62,7,2010
1.0,0.0,1.021,-2.057,-0.484,-5.687,-3.831,1.021,-0.035,40.0,26.99,0.0,-0.354,-2.541,-0.354,-1.909,16.017,0.0,-1.386,480981,Corey Robinson,302892653,TROY,2653,7,2010
0.968,0.0,5.154,-1.817,0.0,0.0,3.92,5.154,-0.291,66.0,64.957,-0.52,3.817,-1.817,4.337,6.864,60.082,0.0,-2.67,481225,Austin Dantin,302892649,TOL,2649,7,2010
0.917,0.0,2.73,-0.607,0.0,0.0,1.655,2.73,-0.812,48.0,58.864,0.0,2.321,-0.607,2.321,3.631,40.554,0.0,-2.003,481248,Kolton Browning,302890098,ULM,2433,7,2010
0.964,0.0,-1.2,-0.532,-0.623,0.0,-6.472,-1.2,-0.104,26.0,7.001,0.0,-3.196,-0.532,-2.573,-5.032,19.189,0.0,0.415,481547,Taylor Martinez,302890158,NEB,158,7,2010
0.714,0.0,1.384,-1.007,-1.965,0.0,-3.936,1.384,-0.057,22.0,13.482,0.0,-2.234,-1.15,-0.412,-2.057,15.538,0.0,-0.494,481988,Austyn Carta-Samuels,302892751,WYO,2751,7,2010
0.553,0.0,-1.054,-0.367,0.0,-2.064,-4.482,-1.054,-0.262,34.0,20.263,-0.859,0.107,-0.367,0.966,-1.576,21.08,0.0,-1.111,482011,Patrick Nicely,302890195,AKR,2006,7,2010
0.901,0.0,2.565,-0.763,0.0,-1.415,8.147,2.565,-0.478,56.0,81.931,1.25,8.444,-0.763,7.194,9.768,71.741,0.0,0.895,482077,Alex Gillett,302892050,EMU,2199,7,2010
0.93,0.0,-1.531,-1.331,0.0,-1.354,-2.911,-1.531,0.654,34.0,29.118,0.767,1.021,-1.331,0.253,-1.188,32.81,0.0,-0.585,482099,Spencer Keith,302892649,KENT,2309,7,2010
0.775,0.0,3.131,-0.177,0.0,-2.786,2.385,3.131,-0.1,27.0,71.459,0.0,0.0,-0.177,0.0,2.854,67.849,0.0,0.166,482349,Jordan Wynn,302892751,UTAH,254,7,2010
0.701,0.0,1.8,0.0,0.0,-1.517,5.046,1.8,0.577,42.0,77.702,3.003,2.572,0.0,-0.432,4.949,65.623,0.0,-0.489,482357,Rob Henry,302892509,PUR,2509,7,2010
0.677,0.0,0.896,-3.538,0.0,-2.678,-4.31,0.896,0.679,48.0,28.23,0.0,0.607,-3.538,0.607,-1.356,35.249,0.0,-0.444,482620,Jeff Tuel,302890265,WSU,265,7,2010
0.989,0.0,4.061,-0.883,0.0,0.0,-0.185,4.061,-0.312,35.0,48.629,0.0,-1.387,-0.883,-1.387,1.479,33.953,0.0,-0.628,482903,Adam Froman,302880097,LOU,97,7,2010
0.86,0.0,3.495,-1.689,0.0,0.0,-0.141,3.371,0.623,65.0,49.437,0.0,0.135,-1.689,0.135,2.565,48.598,0.0,-2.301,482947,Matt Schilz,302890218,BGSU,189,7,2010
0.85,0.0,6.259,-0.503,-0.005,-2.044,4.499,6.259,-0.197,54.0,70.387,0.0,0.471,-0.503,0.475,6.029,57.131,0.0,-1.265,483247,Kyle Padron,302892426,SMU,2567,7,2010
0.932,0.0,1.967,0.0,-1.034,0.0,0.2,1.967,-0.045,44.0,51.181,-0.574,0.235,0.0,1.842,2.157,44.997,0.0,-0.048,483302,Trent Steelman,302890164,ARMY,349,7,2010
0.878,0.0,5.523,-1.601,0.0,0.0,3.543,5.523,0.0,36.0,73.547,0.0,0.706,-1.601,0.706,4.628,78.09,0.0,-1.754,488025,Geno Smith,302870277,WVU,277,7,2010
0.566,0.0,-1.339,-0.081,0.0,0.0,-3.743,-1.339,-0.123,22.0,14.577,0.0,0.022,-0.081,0.022,-1.521,28.983,0.0,-0.434,500554,Tanner Price,302890259,WAKE,154,7,2010
0.474,0.0,0.401,-0.38,-0.273,0.0,-2.827,0.401,-0.033,26.0,24.416,0.0,-0.462,-0.653,-0.462,-0.748,28.545,0.0,-0.241,500844,Matt Christian,302890278,NMSU,166,7,2010
0.97,0.0,8.171,-1.007,0.0,0.0,9.1,8.171,0.05,62.0,82.131,2.32,4.5,-1.007,2.18,11.715,85.134,0.0,-1.385,500941,Dominique Davis,302890151,ECU,151,7,2010
0.652,0.0,-4.545,-1.55,0.0,-1.654,-11.458,-4.545,-0.218,37.0,3.85,0.0,0.0,-1.55,0.0,-6.313,14.503,0.0,-1.161,501563,Jake Heaps,302892628,BYU,252,7,2010
0.992,0.0,-1.777,-2.804,0.0,0.0,-6.496,-1.777,0.0,29.0,8.885,-0.481,-0.481,-2.804,0.0,-5.062,14.894,0.0,-0.795,501665,Chase Rettig,302890052,BC,103,7,2010
0.904,0.0,5.019,-0.495,-0.465,-1.154,2.774,5.019,0.297,54.0,63.037,-1.426,0.033,-0.495,1.924,4.854,39.96,0.0,-0.019,503173,David Piland,302890242,HOU,248,7,2010
0.874,0.0,2.412,0.0,0.0,-1.376,3.361,2.412,-0.047,28.0,77.683,0.428,1.746,0.0,1.318,4.111,80.097,0.0,0.154,503649,Jeff Godfrey,302860276,UCF,2116,7,2010
0.932,0.0,2.91,-0.762,0.0,0.0,3.381,2.91,1.475,39.0,71.115,0.532,1.273,-0.762,0.741,4.896,36.637,0.0,0.176,503695,Keith Wenning,302892050,BALL,2050,7,2010
0.943,0.0,8.215,-5.858,0.0,-0.138,-0.859,8.215,0.174,51.0,45.636,-0.532,-1.03,-5.858,-0.498,1.5,46.595,0.0,0.233,503835,Chas Dodd,302890164,RUTG,164,7,2010
0.793,0.0,2.804,-0.522,0.022,0.0,0.249,2.804,0.692,30.0,52.158,-0.786,-1.633,-0.522,-0.869,1.34,51.648,0.0,-0.003,509992,Ryan Williams,302890235,MEM,235,7,2010
0.879,0.0,1.773,-2.382,0.0,0.0,-0.301,1.773,-0.126,28.0,47.208,-0.195,1.652,-2.382,1.847,0.917,37.51,0.0,-0.313,170078,Ryan Colburn,302960023,FRES,278,8,2010
0.794,0.0,1.739,0.0,0.0,-1.063,4.425,1.739,-0.109,28.0,83.781,2.631,2.954,0.0,0.323,4.583,85.501,0.0,1.188,183253,Andy Dalton,302962628,TCU,2628,8,2010
0.884,0.0,4.269,0.0,0.0,0.0,4.454,4.269,0.436,35.0,78.957,0.0,0.719,0.0,0.719,5.425,46.843,0.0,0.096,183667,Marc Verica,302960258,UVA,258,8,2010
0.829,0.0,-0.545,-2.072,0.0,-2.229,-4.913,-0.545,0.221,32.0,16.861,0.237,-0.404,-2.072,-0.642,-2.8,37.05,0.0,-0.119,183674,T.J. Yates,302962390,UNC,153,8,2010
0.898,0.0,-0.906,0.0,0.0,-5.814,-0.728,-0.906,2.242,53.0,46.436,0.0,0.297,0.0,0.297,1.633,33.078,0.0,-2.174,184187,Brian Anderson,302960151,MRSH,276,8,2010
0.735,0.0,1.527,-2.14,-0.558,0.0,-3.508,1.527,0.144,38.0,27.702,0.0,-0.209,-2.698,-0.209,-1.237,38.58,0.0,0.076,184374,Jake Locker,302960012,WASH,264,8,2010
0.554,0.0,4.656,-0.619,0.0,0.0,5.744,4.656,0.787,53.0,75.514,-0.231,-0.231,-0.619,0.0,4.592,58.355,0.0,0.652,185026,Nathan Enderle,302960070,IDHO,70,8,2010
0.991,0.0,5.818,-1.556,0.0,-2.114,3.102,5.818,0.954,45.0,67.18,0.0,0.0,-1.556,0.0,5.215,72.404,0.0,-0.393,185054,Taylor Potts,302960038,TTU,2641,8,2010
0.999,0.0,6.956,-1.113,-0.496,-1.897,3.878,6.956,-0.119,29.0,80.053,0.0,0.038,-1.609,0.038,5.266,88.072,0.0,-0.777,188112,Scott Tolzien,302962294,WISC,275,8,2010
0.821,0.0,0.434,-0.509,0.0,-2.459,-2.752,0.434,0.555,54.0,37.061,0.0,-0.609,-0.509,-0.609,-0.13,46.57,0.0,-1.073,188157,Adam Weber,302960135,MINN,135,8,2010
0.998,0.0,9.74,-0.531,0.0,0.0,7.355,9.74,-0.319,44.0,85.031,0.28,0.556,-0.531,0.275,9.446,87.786,0.0,-1.804,188298,Ricky Stanzi,302962294,IOWA,2294,8,2010
0.615,0.0,4.663,-1.0,0.0,0.0,4.511,4.663,0.196,35.0,79.236,0.0,-0.05,-1.0,-0.05,3.808,83.278,0.0,0.483,188427,Kevin Riley,302960025,CAL,25,8,2010
0.941,0.0,3.719,-0.563,0.0,0.0,1.269,3.719,0.073,45.0,57.273,0.0,0.0,-0.563,0.0,3.23,61.628,0.0,-0.305,188466,Cody Hawkins,302960038,COLO,38,8,2010
0.598,0.0,6.465,-1.361,-0.665,-0.919,1.929,6.484,0.353,53.0,59.345,-2.371,-2.117,-2.025,0.254,2.675,71.023,0.0,-0.288,188612,Mike Hartline,302960096,UK,96,8,2010
0.731,0.0,-0.539,-0.399,0.0,-3.97,-3.389,-0.539,0.0,56.0,34.779,0.0,0.427,-0.399,0.427,-0.511,49.477,0.0,-0.883,188708,Ben Chappell,302960356,IU,84,8,2010
0.936,0.0,2.79,-0.506,0.0,-0.467,-1.024,2.79,-0.772,38.0,43.045,-0.349,-0.762,-0.506,-0.413,0.75,73.846,0.0,-0.374,188980,Austen Arnaud,302960251,ISU,66,8,2010
0.929,0.0,-1.829,-0.599,-1.931,-2.916,-6.62,-1.829,-0.189,25.0,5.999,0.0,-2.415,-0.599,-0.484,-5.032,4.24,0.0,-0.341,189709,Trevor Vittatoe,302962638,UTEP,2638,8,2010
0.608,0.0,2.226,-3.06,0.0,0.0,-4.82,2.226,0.437,51.0,27.248,0.0,-1.044,-3.06,-1.044,-1.441,61.416,0.0,-0.71,191074,Ross Jenkins,302990068,LT,2348,8,2010
0.961,0.0,0.169,-3.315,-1.004,-3.234,-6.167,0.169,-0.862,39.0,16.205,0.804,0.886,-4.319,0.082,-4.126,11.262,0.0,0.3,191458,Jeff Van Camp,302962032,FAU,2226,8,2010
0.951,0.0,5.463,-0.736,0.0,0.0,3.215,5.463,0.0,34.0,72.762,-0.116,-0.116,-0.736,0.0,4.611,82.467,0.0,0.336,191494,Greg McElroy,302962633,ALA,333,8,2010
0.804,0.0,2.713,-1.466,0.0,0.0,3.113,2.713,-0.218,33.0,72.719,0.669,2.75,-1.466,2.082,3.779,67.638,0.0,-0.119,191668,Jerrod Johnson,302962305,TA&M,245,8,2010
0.769,0.0,4.053,-2.134,0.0,-1.449,-1.292,4.053,-0.396,45.0,42.596,0.002,-0.854,-2.134,-0.856,0.669,36.201,0.0,-0.37,192425,Carson Coffman,302960239,KSU,2306,8,2010
0.632,0.0,1.413,-2.634,-0.485,-2.402,-3.766,1.361,0.29,42.0,28.257,0.0,0.31,-3.118,0.31,-1.105,29.139,0.0,-0.83,195048,Jordan La Secla,302960023,SJSU,23,8,2010
0.184,0.0,-0.222,-0.102,0.0,-0.145,-2.748,-0.222,0.0,20.0,19.345,0.0,-0.005,-0.102,-0.005,-0.329,33.818,0.0,-0.224,231851,Samson Szakacsy,302960025,ASU,9,8,2010
0.658,0.0,0.632,-0.481,0.0,-2.012,-1.303,0.632,-0.123,28.0,38.141,0.0,0.0,-0.481,0.0,0.028,35.754,0.0,0.219,232007,Ryan Mallett,302960008,ARK,8,8,2010
0.914,0.0,0.493,-1.045,0.0,0.0,4.096,0.493,-0.15,48.0,70.822,6.555,6.555,-1.045,0.0,5.853,83.841,0.0,-0.725,232016,Cam Newton,302960002,AUB,2,8,2010
0.686,0.0,3.657,0.0,0.0,0.0,4.154,3.657,0.357,25.0,84.897,-0.148,-0.342,0.0,-0.194,3.672,81.507,0.0,0.084,232059,Ryan Tannehill,302962305,TA&M,245,8,2010
0.729,0.0,6.258,-1.083,0.0,-0.356,6.811,6.258,0.874,31.0,90.747,0.0,0.0,-1.083,0.0,6.049,85.917,0.0,-0.258,232560,Kellen Moore,302990068,BSU,68,8,2010
0.925,0.0,9.463,-2.392,-1.276,-1.806,3.928,9.463,-0.244,70.0,64.179,-1.307,-0.084,-2.392,2.499,6.743,69.667,0.0,0.948,232807,Zach Collaros,302952132,CIN,2132,8,2010
0.893,0.0,1.942,-0.675,0.0,-1.524,-0.392,1.942,0.141,41.0,47.519,0.0,0.0,-0.675,0.0,1.408,66.701,0.0,-0.307,235677,Brandon Weeden,302960197,OKST,197,8,2010
0.877,0.0,-2.333,-0.855,-0.233,0.0,-5.411,-2.333,-0.38,48.0,23.662,1.357,0.846,-0.855,-0.279,-2.722,35.089,0.0,-0.522,236079,Larry Smith,302960238,VAN,238,8,2010
0.784,0.0,-1.048,-0.503,-0.625,-0.272,-9.752,-1.048,0.326,36.0,5.653,-0.933,-5.063,-0.503,-3.504,-6.288,12.093,0.0,-0.322,236253,Joshua Nesbitt,302960228,GT,59,8,2010
0.584,0.0,3.367,-0.706,0.0,0.0,5.981,3.367,-0.121,24.0,93.019,0.0,1.624,-0.706,1.624,4.164,88.333,0.0,0.736,236838,Tyrod Taylor,302960259,VT,259,8,2010
0.936,0.0,2.566,-4.566,0.0,-0.645,0.501,2.566,-0.037,53.0,52.451,1.907,4.888,-4.566,2.981,2.852,57.036,0.0,-0.568,237001,Dan Persa,302960077,NU,77,8,2010
0.929,0.0,1.269,-0.61,0.0,0.0,-2.301,1.269,-0.709,44.0,36.741,-1.75,-0.124,-0.61,1.626,-0.174,24.915,0.0,0.02,237175,Chris Relf,302960344,MSST,344,8,2010
0.47,0.0,1.674,-2.357,-0.222,0.0,-3.763,1.674,-0.12,26.0,18.184,0.0,-0.215,-2.52,-0.156,-1.181,26.103,0.0,-0.314,237197,Nick Fanuzzi,302962116,RICE,242,8,2010
0.631,0.0,4.264,-0.227,-1.85,-0.809,2.533,4.264,0.049,35.0,67.964,-1.091,-1.427,-0.227,1.514,2.659,63.497,0.0,1.245,237244,Dwight Dasher,302962393,MTSU,2393,8,2010
0.988,0.0,3.558,-1.814,0.0,0.0,0.204,3.558,0.316,54.0,50.981,0.705,0.705,-1.814,0.0,2.765,65.851,0.0,-0.794,237276,Bryan Ellis,302960344,UAB,5,8,2010
0.718,0.0,0.833,-1.257,-0.507,-0.955,-2.729,0.833,0.27,43.0,34.085,0.0,0.185,-1.765,0.185,-0.476,17.227,0.0,-0.667,237656,Chris Masson,302960309,ULL,309,8,2010
0.909,0.0,1.276,-0.392,0.0,0.0,1.417,1.276,0.012,32.0,61.305,0.271,1.788,-0.392,1.516,2.684,47.368,0.0,-0.428,237674,Chandler Harnish,302962459,NIU,2459,8,2010
0.918,0.0,4.117,0.0,0.0,-1.794,2.73,4.117,0.285,40.0,67.022,0.0,-0.134,0.0,-0.134,4.268,54.208,0.0,0.089,238239,Ryan Lindley,302960167,SDSU,21,8,2010
0.767,0.0,-3.949,-0.669,0.0,-2.563,-9.189,-3.949,0.0,35.0,6.134,-0.336,-1.137,-0.669,-0.802,-5.755,7.845,0.0,-0.361,238343,Diondre Borel,302960328,USU,328,8,2010
0.953,0.0,9.217,-1.375,-0.776,0.0,4.721,9.217,-0.369,48.0,73.538,0.0,0.0,-2.151,0.0,6.697,74.156,0.0,-0.781,238910,Kirk Cousins,302960077,MSU,127,8,2010
0.933,0.0,-0.376,0.0,0.0,-1.358,-0.964,-0.376,0.913,26.0,40.482,0.0,-0.271,0.0,-0.271,0.265,68.531,0.0,-0.683,238915,Matt Simms,302962633,TENN,2633,8,2010
0.782,0.0,3.132,0.0,0.0,0.0,8.238,3.132,0.797,23.0,97.638,1.893,3.38,0.0,1.487,7.309,98.703,0.0,0.648,240655,Ricky Dobbs,302962426,NAVY,2426,8,2010
0.999,0.0,11.827,-2.328,-0.569,-0.718,3.781,11.827,-0.45,50.0,68.693,-1.392,-2.87,-2.328,-0.909,6.18,69.688,0.0,0.467,243503,Stephen Garcia,302960238,SC,2579,8,2010
0.94,0.0,3.333,-0.519,0.0,-2.223,1.627,3.333,0.434,38.0,60.944,0.0,0.0,-0.519,0.0,3.247,71.56,0.0,-1.014,377700,Jacory Harris,302962390,MIA,2390,8,2010
