CWA,DEF,EPE,EXP,FUM,INT,PA,PAS,PEN,QBP,QBR,REP,RUN,SAC,SCR,TOT,TQBR,UNQRK,YAC,athlete_id,athlete_name,game_id,team_abbreviation,team_id,week,year
0.935,0.0,-0.661,-2.559,-0.388,-1.976,0.332,-0.661,0.934,53.0,51.625,-0.252,5.365,-2.947,5.617,2.691,77.148,0.0,-1.149,116190,Bryan Randall,242410259,VT,259,1,2004
0.993,0.0,5.053,-1.193,0.0,0.0,3.246,5.053,-0.159,34.0,72.947,0.141,1.143,-1.193,1.002,4.845,91.239,0.0,0.636,120511,Matt Leinart,242410259,USC,30,1,2004
0.721,0.0,5.866,0.0,0.0,-0.955,6.804,5.866,0.162,37.0,87.113,0.0,0.155,0.0,0.155,6.183,82.056,0.0,0.044,20847,Jason White,242480201,OKLA,201,2,2004
0.669,0.0,1.737,-1.418,0.0,0.0,-2.224,1.737,-0.125,43.0,36.878,0.0,-0.301,-1.418,-0.301,-0.106,54.727,0.0,0.519,100104,Andrew Walter,242460009,ASU,9,2,2004
0.948,0.0,-0.854,-4.568,-1.459,-1.408,-10.5,-0.68,0.0,38.0,5.36,0.0,-1.346,-6.027,-1.346,-8.227,9.54,0.0,-0.509,100854,Stan Hill,242480276,MRSH,276,2,2004
0.597,0.0,-1.408,-0.652,0.0,-1.268,-4.029,-1.408,-0.022,24.0,14.877,0.824,0.365,-0.652,-0.459,-1.717,7.722,0.0,-0.184,101204,Rasheed Marshall,242480277,WVU,277,2,2004
0.457,0.0,3.769,-1.796,0.0,-0.87,-0.341,3.769,-0.311,50.0,48.228,-0.603,-0.719,-1.796,-0.117,0.942,65.477,0.0,-1.71,102203,Charlie Frye,242480213,AKR,2006,2,2004
0.848,0.0,-2.073,-2.688,0.0,-3.641,-7.454,-2.073,-0.323,37.0,10.974,-0.571,0.271,-2.688,0.842,-4.813,8.272,0.0,-0.737,102252,Grant Arnoldink,242480084,CMU,2117,2,2004
0.675,0.0,2.602,-1.284,0.0,0.0,-0.835,2.602,-0.319,30.0,42.818,-0.589,-0.589,-1.284,0.0,0.409,22.445,0.0,0.608,102351,Ryan Hawk,242480195,OHIO,195,2,2004
0.626,0.0,1.625,-0.136,-0.183,-1.051,0.455,1.625,-0.108,25.0,54.709,-0.16,-0.16,-0.32,0.0,1.037,39.745,0.0,0.407,103392,Jason Campbell,242480002,AUB,2,2,2004
1.0,0.0,4.317,0.0,0.0,-0.358,1.599,4.317,0.419,54.0,57.633,-0.288,-0.545,0.0,-0.256,4.191,67.316,0.0,-0.684,103751,Danny Wimprine,242480145,MEM,235,2,2004
0.985,0.0,1.178,-0.512,0.0,0.0,-0.785,1.178,1.323,73.0,47.209,0.693,0.693,-0.512,0.0,2.682,25.685,0.0,-3.045,105182,Timmy Chang,242480062,HAW,62,2,2004
0.465,0.0,-0.129,0.0,-0.389,0.0,-2.779,-0.129,0.0,20.0,19.095,-0.215,-0.717,0.0,-0.113,-0.846,44.063,0.0,-0.318,105712,Scott Hall,242480251,UNT,249,2,2004
0.875,0.0,-2.849,-3.767,-0.893,-2.535,-13.058,-2.849,0.204,46.0,4.974,-1.131,-2.189,-4.66,-1.058,-9.493,14.492,0.0,-0.504,105974,James Kilian,242482305,TLSA,202,2,2004
0.899,0.0,4.948,-1.065,0.0,0.0,6.187,4.948,0.301,41.0,82.751,3.151,3.151,-1.065,0.0,7.335,69.295,0.0,0.291,107316,Dondrial Pinkins,242480238,SC,2579,2,2004
0.969,0.0,-1.893,-1.113,0.0,-1.914,-3.916,-1.75,-0.101,49.0,30.354,-0.726,1.592,-1.113,2.319,-1.514,8.216,0.0,-0.101,107383,Randall Secky,242462199,BUFF,2084,2,2004
0.664,0.0,-4.502,-0.882,0.0,-2.331,-9.891,-4.502,-0.031,47.0,10.094,-0.301,0.344,-0.882,0.645,-5.072,15.962,0.0,-0.778,107632,Shane Boyd,242490097,UK,96,2,2004
1.0,0.0,-4.132,0.0,0.0,-2.016,-2.19,-4.132,-0.292,25.0,28.698,3.705,3.435,0.0,-0.27,-0.989,44.853,0.0,-0.222,107723,Marcus Randall,242480099,LSU,99,2,2004
0.409,0.0,1.235,-1.313,-0.364,0.0,-0.891,1.235,0.025,33.0,43.031,0.0,0.702,-1.677,0.702,0.284,31.244,0.0,-0.679,107836,Buck Pierce,242480008,NMSU,166,2,2004
0.965,0.0,4.717,-0.588,-0.71,-3.13,1.337,4.717,0.0,30.0,61.377,-0.063,-1.447,-0.588,-0.673,2.682,38.049,0.0,0.716,108523,Darian Durant,242480153,UNC,153,2,2004
1.0,0.0,2.091,-1.225,0.0,-0.858,-1.144,2.091,-0.648,37.0,42.039,-1.574,0.417,-1.225,1.991,0.634,46.279,0.0,0.168,108526,Aaron Leak,242480276,TROY,2653,2,2004
0.814,0.0,-0.217,-0.772,0.0,-3.158,-2.692,-0.217,0.16,35.0,31.018,0.611,0.006,-0.772,-0.605,-0.823,58.778,0.0,-0.91,109834,Travis Cox,242480333,USU,328,2,2004
0.662,0.0,1.313,-0.341,0.0,-0.607,-0.233,1.313,-0.294,23.0,47.37,-0.062,-0.1,-0.341,-0.038,0.577,50.753,0.0,0.05,112516,Stefan LeFors,242490097,LOU,97,2,2004
0.931,0.0,4.918,-0.957,0.036,-1.872,1.071,4.918,-0.321,49.0,55.654,-1.007,-0.452,-0.957,0.519,3.187,40.714,0.0,2.154,113659,Tye Gunn,242462628,TCU,2628,2,2004
0.571,0.0,4.838,0.0,0.0,0.0,6.409,4.838,-0.133,28.0,91.517,-0.065,-0.279,0.0,-0.214,4.426,74.746,0.0,0.1,113717,Marques Hagans,242480218,UVA,258,2,2004
0.497,0.0,3.467,0.0,0.0,0.0,4.095,3.467,-0.033,33.0,78.405,-0.432,-0.609,0.0,-0.177,2.825,67.981,0.0,-1.03,114338,Bruce Gradkowski,242480135,TOL,2649,2,2004
0.206,0.0,0.419,-0.218,0.0,0.0,0.881,0.419,-0.055,22.0,60.252,0.0,0.252,-0.218,0.252,0.399,52.583,0.0,-0.034,114700,Kent Smith,242480084,CMU,2117,2,2004
0.569,0.0,1.64,-0.523,0.0,-1.39,5.579,1.64,0.147,26.0,90.29,0.275,2.618,-0.523,2.343,3.882,86.636,0.0,0.819,115044,Darrell Hackney,242480005,UAB,5,2,2004
0.733,0.0,0.431,-0.952,-2.315,-2.359,-4.692,0.431,0.59,50.0,27.384,-0.42,-1.747,-0.952,0.988,-1.678,35.045,0.0,-1.374,115374,Jay Cutler,242480238,VAN,238,2,2004
0.268,0.0,3.01,-0.788,-0.461,-0.188,5.61,3.01,-0.022,24.0,91.9,-0.124,-0.39,-0.788,0.196,1.809,81.43,0.0,0.834,115462,Blayne Baggett,242462711,WMU,2711,2,2004
0.946,0.0,8.49,-3.037,-0.243,-1.919,2.444,8.49,0.04,51.0,62.199,-0.309,-0.863,-3.037,-0.311,4.63,68.38,0.0,-1.845,115704,Josh Swogger,242470167,WSU,265,2,2004
0.447,0.0,-1.298,-1.302,0.0,-0.488,-6.802,-1.298,-0.167,35.0,11.719,0.0,0.477,-1.302,0.477,-2.29,17.387,0.0,-1.553,115709,Michael Harrington,242480068,IDHO,70,2,2004
0.896,0.0,7.631,0.0,0.0,-1.696,8.077,7.631,0.314,35.0,91.668,0.673,0.794,0.0,0.121,8.739,80.96,0.0,2.45,116125,Dan Orlovsky,242480041,CONN,41,2,2004
0.982,0.0,1.324,-0.743,-2.902,0.0,-3.577,1.324,-0.114,46.0,30.831,1.425,-0.987,-1.565,-0.332,-1.342,23.046,0.0,-0.082,116236,Matt Bohnet,242462199,EMU,2199,2,2004
0.976,0.0,1.647,-0.903,0.0,-2.84,-1.058,1.414,2.267,57.0,45.194,-1.12,-1.372,-0.903,-0.252,1.64,42.498,0.0,2.085,116343,Charlie Whitehurst,242480228,CLEM,228,2,2004
0.727,0.0,-5.712,-0.174,0.102,-7.49,-10.816,-5.712,-0.174,44.0,7.213,-0.611,-0.269,-0.174,0.24,-6.328,10.806,0.0,-0.931,116397,Josh Betts,242480130,M-OH,193,2,2004
0.923,0.0,9.547,-0.345,0.0,-2.549,8.473,9.547,0.611,45.0,87.616,0.0,0.0,-0.345,0.0,9.814,89.074,0.0,0.669,116481,Justin Holland,242480038,CSU,36,2,2004
0.989,0.0,-3.58,-2.774,0.0,0.0,-9.788,-3.58,-0.462,40.0,7.291,0.917,-0.963,-2.774,-1.88,-7.779,13.438,0.0,-0.366,116872,Cory Randolph,242480228,WAKE,154,2,2004
0.926,0.0,10.772,0.0,0.0,-2.587,8.686,10.772,2.017,73.0,77.494,-1.015,-1.501,0.0,-0.486,11.288,55.706,0.0,-0.857,116993,Brett Basanez,242462628,NU,77,2,2004
0.758,0.0,3.732,-0.233,0.0,0.0,6.379,3.732,-0.2,27.0,92.093,0.525,2.516,-0.233,1.991,5.815,81.823,0.0,-0.461,118122,Jay Davis,242480152,NCST,152,2,2004
0.86,0.0,5.942,-0.942,0.0,0.0,1.845,5.942,0.188,76.0,56.273,-0.463,-0.463,-0.942,0.0,4.726,31.759,0.0,-0.425,118210,Sonny Cumbie,242482567,TTU,2641,2,2004
0.97,0.0,-0.132,-1.341,0.0,-2.635,-4.346,-0.132,-0.433,46.0,27.254,0.0,-0.165,-1.341,-0.165,-2.072,25.25,0.0,-0.788,118961,Damon Dowdell,242480164,MSU,127,2,2004
0.892,0.0,-5.243,-1.045,0.0,-4.564,-9.962,-5.243,0.467,49.0,10.787,-0.969,-0.969,-1.045,0.0,-6.789,19.382,0.0,-1.278,119010,Casey Paus,242490264,WASH,264,2,2004
0.629,0.0,3.948,0.0,0.0,0.0,6.895,3.948,0.109,38.0,86.824,-0.455,1.431,0.0,1.885,5.487,74.653,0.0,0.634,119358,Kyle Orton,242492509,PUR,2509,2,2004
0.794,0.0,-2.671,0.0,0.0,0.0,-5.751,-2.671,-0.606,42.0,19.423,0.0,0.313,0.0,0.313,-2.964,21.456,0.0,-0.766,119891,Gino Guidugli,242480194,CIN,2132,2,2004
0.642,0.0,3.926,-0.365,0.0,-1.756,8.987,3.926,0.0,28.0,96.562,0.688,3.074,-0.365,2.386,6.635,93.344,0.0,1.039,120165,Brad Smith,242480142,MIZ,142,2,2004
0.49,0.0,3.453,-0.668,-2.374,-0.337,-3.348,3.453,0.0,33.0,25.84,-1.275,-3.649,-0.668,0.0,-0.864,11.868,0.0,0.049,120295,Matt Dlugolecki,242480021,SDSU,21,2,2004
0.976,0.0,1.934,-1.537,0.0,-1.634,0.954,1.934,0.145,33.0,57.455,0.0,1.935,-1.537,1.935,2.477,63.983,0.0,-1.2,120888,Paul Pinegar,242490264,FRES,278,2,2004
0.955,0.0,-1.126,-1.882,-1.181,-1.259,-6.191,-1.126,0.0,36.0,14.343,-0.073,-1.253,-1.882,0.0,-4.262,11.314,0.0,-0.03,120974,Greg Henderson,242480242,RICE,242,2,2004
0.642,0.0,-0.385,-1.008,-0.129,-1.584,-4.073,-0.385,-0.107,32.0,21.037,0.0,0.0,-1.137,0.0,-1.629,26.184,0.0,-0.002,121994,Kurt Nantkes,242492633,UNLV,2439,2,2004
0.988,0.0,2.438,-2.396,-0.539,-1.767,-4.623,2.438,-1.017,60.0,30.987,-0.74,-0.207,-2.935,0.533,-1.72,57.393,0.0,-2.121,122255,Derek Anderson,242480099,ORST,204,2,2004
0.677,0.0,4.0,-2.108,0.0,0.0,1.482,4.0,-0.043,26.0,64.386,0.0,0.0,-2.108,0.0,1.848,51.627,0.0,0.011,128154,Brodie Croyle,242480333,ALA,333,2,2004
0.46,0.0,0.404,-0.496,0.0,0.0,-4.414,0.404,-0.411,45.0,26.517,-0.191,-0.532,-0.496,-0.341,-1.036,12.24,0.0,0.341,128371,Corey Bramlet,242482751,WYO,2751,2,2004
0.655,0.0,1.82,-3.569,-0.782,0.0,-5.296,1.82,1.052,47.0,23.669,-0.654,-0.501,-4.362,0.143,-1.991,26.716,0.0,-0.925,133570,Jeff Rowe,242502348,NEV,2440,2,2004
0.992,0.0,2.058,-0.614,-1.546,-2.885,-1.87,2.058,1.075,34.0,36.087,-0.822,-2.256,-1.112,-0.386,-0.235,44.997,0.0,-0.26,133653,Justin Zwick,242480194,OSU,194,2,2004
0.778,0.0,1.732,0.0,-3.058,0.0,-3.282,1.732,0.367,25.0,20.353,-0.659,-3.717,0.0,0.0,-1.618,12.087,0.0,0.691,133680,John Stocco,242480275,WISC,275,2,2004
0.773,0.0,-2.544,-0.827,0.0,-3.621,-5.636,-2.544,0.738,35.0,15.796,0.0,-0.425,-0.827,-0.425,-3.058,16.793,0.0,-0.952,134032,Lester Ricard,242480344,TULN,2655,2,2004
0.737,0.0,2.87,0.0,0.0,0.0,-0.168,2.87,-0.22,53.0,49.176,0.0,-0.897,0.0,-0.897,1.753,74.154,0.0,-1.884,134244,Omar Jacobs,242480201,BGSU,189,2,2004
0.608,0.0,6.802,-0.608,-0.384,0.0,9.357,6.802,-0.007,45.0,89.667,1.737,0.82,-0.608,-0.532,7.007,92.586,0.0,0.362,134662,Alex Smith,242460254,UTAH,254,2,2004
0.557,0.0,2.603,-0.545,0.0,-0.3,5.415,2.603,0.0,23.0,92.029,1.846,1.575,-0.545,-0.271,3.634,85.296,0.0,0.545,134778,Jared Zabransky,242480068,BSU,68,2,2004
0.433,0.0,1.95,0.0,0.0,0.0,2.359,1.95,-0.043,30.0,69.364,-0.7,-0.261,0.0,0.439,1.646,57.942,0.0,0.124,135107,Vince Young,242480251,TEX,251,2,2004
0.938,0.0,0.122,-2.156,-1.424,-4.026,-5.972,0.122,0.076,46.0,20.6,0.041,-1.573,-2.156,-0.19,-3.531,26.071,0.0,-0.578,135136,Kole McKamey,242470167,UNM,167,2,2004
0.968,0.0,3.486,-0.782,0.0,-1.153,0.574,3.486,0.553,42.0,53.546,0.0,-0.748,-0.782,-0.748,2.508,46.986,0.0,-1.305,135377,Ryan Hart,242480164,RUTG,164,2,2004
0.602,0.0,-1.39,-0.893,0.0,-1.136,-5.276,-1.39,0.63,40.0,20.254,0.0,-0.367,-0.893,-0.367,-2.019,34.703,0.0,-1.711,135519,Antwan Smith,242482294,KENT,2309,2,2004
0.954,0.0,1.455,-1.051,-1.262,-0.96,-3.667,1.455,0.243,31.0,22.634,-2.209,-2.331,-1.445,0.746,-2.078,18.366,0.0,-0.096,136015,Joel Statham,242480120,MD,120,2,2004
0.449,0.0,-2.235,0.0,0.0,-0.852,-7.044,-2.235,-0.165,56.0,21.297,0.0,0.444,0.0,0.444,-1.956,26.342,0.0,-1.342,136126,James Pinkney,242480277,ECU,151,2,2004
0.444,0.0,1.813,0.0,-0.746,-0.189,-0.348,1.813,-0.144,35.0,47.419,-0.425,-1.076,0.0,0.095,0.592,73.065,0.0,-1.511,136243,Steven Jyles,242480002,ULM,2433,2,2004
0.896,0.0,4.297,-0.534,-0.464,0.0,9.204,4.297,-0.444,69.0,79.997,7.937,7.901,-0.534,0.427,11.219,75.483,0.0,-0.094,136721,Aaron Polanco,242482426,NAVY,2426,2,2004
0.499,0.0,-4.484,-0.798,0.0,-4.769,-11.622,-4.484,0.84,52.0,8.928,0.0,-0.11,-0.798,-0.11,-4.553,18.221,0.0,-1.866,136814,Jordan Palmer,242460009,UTEP,2638,2,2004
0.8,0.0,5.384,-0.835,0.0,0.0,4.501,5.384,0.427,28.0,84.161,0.271,-0.302,-0.835,-0.572,4.674,73.413,0.0,0.165,137101,Trent Edwards,242480024,STAN,24,2,2004
0.979,0.0,-0.883,0.0,0.0,-4.087,-2.743,-0.883,-0.016,38.0,32.08,0.0,0.0,0.0,0.0,-0.899,31.235,0.0,-0.113,137200,Drew Olson,242480026,UCLA,26,2,2004
0.977,0.0,6.057,0.0,-4.553,0.0,2.254,6.057,-0.571,33.0,67.036,2.818,-1.735,0.0,0.0,3.752,44.009,0.0,0.31,137215,Dylan Meier,242482306,KSU,2306,2,2004
0.96,0.0,1.491,-0.816,0.0,-3.166,-1.665,1.328,0.033,46.0,40.705,0.0,-0.185,-0.816,-0.185,0.523,53.0,0.0,0.083,138204,Phil Horvath,242480120,NIU,2459,2,2004
0.577,0.0,-2.555,-1.246,0.0,0.0,-3.975,-2.555,-0.431,53.0,31.447,2.287,3.408,-1.246,1.121,-0.824,39.669,0.0,-0.42,138583,Reggie McNeal,242460254,TA&M,245,2,2004
0.905,0.0,-0.982,0.0,0.0,-1.083,-1.328,-0.982,-0.107,28.0,37.923,0.51,1.104,0.0,0.594,0.016,43.566,0.0,-0.724,144289,Joel Klatt,242480038,COLO,38,2,2004
0.893,0.0,6.393,-0.83,0.0,0.0,4.589,6.393,0.169,29.0,83.812,-0.371,-0.39,-0.83,-0.019,5.342,66.678,0.0,-1.975,144901,Kris Heavner,242480012,ARIZ,12,2,2004
0.908,0.0,6.071,-1.585,0.0,0.0,4.61,6.071,0.0,22.0,89.819,0.657,0.657,-1.585,0.0,5.143,77.32,0.0,0.104,144994,Aaron Rodgers,242482005,CAL,25,2,2004
0.9,0.0,-1.125,-1.329,0.0,-0.249,-5.732,-1.125,0.078,45.0,21.022,-0.86,-0.838,-1.329,0.023,-3.214,16.291,0.0,-0.958,145353,Adam Barmann,242482305,KU,2305,2,2004
0.781,0.0,1.913,-1.207,0.0,0.0,0.36,1.913,0.524,35.0,52.672,-0.565,0.364,-1.207,0.929,1.595,30.076,0.0,-0.5,145404,Bret Meyer,242480066,ISU,66,2,2004
0.558,0.0,3.793,0.0,0.0,-1.591,7.126,3.793,-0.255,38.0,87.53,1.248,1.46,0.0,0.212,4.999,73.066,0.0,0.318,145567,Joe Dailey,242480158,NEB,158,2,2004
0.754,0.0,4.625,0.0,0.0,-0.649,4.051,4.625,-0.414,25.0,84.342,-0.253,-0.253,0.0,0.0,3.958,67.551,0.0,0.894,145781,Reggie Ball,242480059,GT,59,2,2004
0.753,0.0,1.634,0.0,0.0,-1.489,4.806,1.634,-0.19,30.0,84.087,0.0,3.257,0.0,3.257,4.702,85.453,0.0,0.569,146009,Drew Tate,242482294,IOWA,2294,2,2004
0.912,0.0,-0.812,-0.872,0.0,-2.117,0.67,-0.704,0.105,32.0,55.421,0.004,3.732,-0.872,3.727,2.013,25.206,0.0,-0.599,146251,Paul Peterson,242462050,BC,103,2,2004
0.972,0.0,-0.635,0.0,0.0,0.0,-1.746,-0.635,0.498,31.0,35.769,0.0,-0.329,0.0,-0.329,-0.25,52.949,0.0,0.698,146755,JaMarcus Russell,242480099,LSU,99,2,2004
0.965,0.0,0.836,-0.672,0.0,0.0,1.331,0.836,0.466,26.0,62.997,0.0,1.859,-0.672,1.859,2.489,46.764,0.0,0.714,146850,Omarr Conner,242480344,MSST,344,2,2004
0.556,0.0,1.136,0.0,0.0,0.0,2.745,1.136,-0.169,20.0,80.628,1.217,1.093,0.0,-0.124,2.06,85.553,0.0,-1.218,147041,Dale Rogers,242480024,SJSU,23,2,2004
0.93,0.0,0.496,-4.108,0.0,-0.634,-7.229,0.496,-0.224,49.0,17.755,-0.007,-0.697,-4.108,-0.69,-4.533,9.531,0.0,-0.706,147493,Kevin Kolb,242480242,HOU,248,2,2004
0.974,0.0,-3.326,0.0,-0.288,-0.817,-8.083,-3.326,-0.307,55.0,17.841,-1.565,-1.666,0.0,0.187,-5.299,24.219,0.0,-0.693,147861,Chris Phillips,242482567,SMU,2567,2,2004
0.699,0.0,1.474,-2.429,-0.738,-2.328,-4.848,1.474,-0.066,35.0,19.166,-0.275,-0.455,-3.167,-0.18,-2.214,36.33,0.0,-1.102,150032,Steven Moffett,242480275,UCF,2116,2,2004
0.739,0.0,3.901,-0.534,0.0,-2.295,-0.669,3.901,-0.899,43.0,45.966,-1.321,-1.434,-0.534,-0.113,1.033,72.627,0.0,-0.482,150641,Nick Noce,242480142,ARST,2032,2,2004
0.54,0.0,-0.544,-2.742,-0.057,0.0,-6.677,-0.544,0.304,44.0,17.123,-0.597,0.519,-2.742,1.173,-2.463,18.333,0.0,-0.786,152491,Walter Washington,242480218,TEM,218,2,2004
0.751,0.0,0.324,-1.753,0.0,-1.058,-4.773,0.324,-0.182,26.0,12.926,-0.602,-1.034,-1.753,-0.432,-2.645,20.12,0.0,-0.726,156911,Joe Fields,242492509,SYR,183,2,2004
0.81,0.0,0.232,-0.881,0.0,-1.936,-1.839,0.232,0.156,30.0,34.596,0.0,0.17,-0.881,0.17,-0.322,30.7,0.0,-0.294,160898,Chad Henne,242480130,MICH,130,2,2004
0.75,0.0,1.814,-0.936,-0.836,0.0,4.244,1.814,0.667,20.0,90.07,1.61,3.193,-1.772,1.584,3.902,85.985,0.0,0.126,161077,Brent Schaeffer,242492633,TENN,2633,2,2004
0.875,0.0,0.856,-0.181,-0.954,-0.795,-0.781,0.856,-0.162,64.0,46.833,2.742,1.493,-0.181,-0.295,2.005,56.292,0.0,-0.478,164361,Shaun Carney,242482005,AFA,2005,2,2004
0.689,0.0,4.278,0.0,0.0,0.0,4.787,4.278,-0.159,26.0,87.139,0.359,0.041,0.0,-0.319,4.16,74.855,0.0,-0.228,559838,Matt Jones,242480008,ARK,8,2,2004
0.491,0.0,6.711,0.0,0.0,0.0,12.327,6.711,-0.185,20.0,99.835,0.0,0.0,0.0,0.0,6.526,99.783,0.0,0.758,20847,Jason White,242550201,OKLA,201,3,2004
0.969,0.0,7.387,-1.341,0.0,0.0,3.187,7.387,0.435,44.0,67.975,-1.085,-1.345,-1.341,-0.261,5.136,53.736,0.0,1.021,100104,Andrew Walter,242550077,ASU,9,3,2004
0.999,0.0,3.468,-2.546,0.0,0.0,-1.75,3.468,0.518,45.0,40.031,0.0,-1.029,-2.546,-1.029,0.411,43.069,0.0,-2.862,100854,Stan Hill,242550194,MRSH,276,3,2004
0.968,0.0,8.722,-2.783,-3.887,-1.957,0.882,8.722,1.076,62.0,53.688,0.185,-3.278,-2.783,0.424,3.737,27.274,0.0,0.408,102203,Charlie Frye,242552006,AKR,2006,3,2004
0.918,0.0,-5.973,-0.419,0.0,-3.33,-9.397,-5.973,0.0,52.0,13.264,-0.871,0.062,-0.419,0.933,-6.33,14.143,0.0,-1.819,102351,Ryan Hawk,242550221,OHIO,195,3,2004
0.697,0.0,2.71,0.0,0.0,0.0,0.86,2.71,-0.058,20.0,60.985,-0.102,-1.383,0.0,-1.281,1.268,62.708,0.0,0.539,103392,Jason Campbell,242550344,AUB,2,3,2004
0.969,0.0,0.839,0.0,0.0,-2.56,-2.127,0.839,-0.342,43.0,37.427,-0.556,-0.556,0.0,0.0,-0.059,46.113,0.0,-0.115,103592,David Greene,242552579,UGA,61,3,2004
0.931,0.0,1.814,0.0,0.0,-0.707,-0.35,1.814,-0.1,25.0,46.373,-0.274,-0.922,0.0,-0.648,0.792,25.049,0.0,1.776,103751,Danny Wimprine,242550235,MEM,235,3,2004
0.382,0.0,4.406,-0.357,0.0,0.0,8.438,4.406,-0.023,28.0,95.817,-0.293,-0.293,-0.357,0.0,3.734,89.229,0.0,0.432,104785,Brandon Hassell,242552628,TCU,2628,3,2004
0.892,0.0,0.541,0.0,0.0,0.0,0.684,0.541,-0.213,28.0,56.311,0.0,1.482,0.0,1.482,1.81,33.251,0.0,0.685,105712,Scott Hall,242550249,UNT,249,3,2004
0.571,0.0,1.497,-0.566,0.0,0.0,-1.617,1.497,0.342,37.0,38.835,-0.142,-1.181,-0.566,-1.04,0.091,37.91,0.0,-1.446,105974,James Kilian,242550197,TLSA,202,3,2004
0.819,0.0,-2.61,-1.33,0.0,-0.868,-6.459,-2.61,0.088,34.0,12.194,-1.482,-0.102,-1.33,1.38,-3.955,17.642,0.0,-0.393,107218,Matt LoVecchio,242552483,IU,84,3,2004
0.968,0.0,0.491,-0.869,-3.941,-1.848,-9.219,0.491,-0.504,40.0,8.355,-3.923,-6.183,-0.869,1.681,-7.065,22.821,0.0,0.663,107316,Dondrial Pinkins,242552579,SC,2579,3,2004
0.789,0.0,2.942,-1.158,0.0,0.0,-1.345,2.942,-0.199,35.0,40.149,-0.247,-1.32,-1.158,-1.072,0.265,49.516,0.0,-0.557,107836,Buck Pierce,242550025,NMSU,166,3,2004
0.521,0.0,2.397,-0.375,0.0,-0.11,6.11,2.397,0.791,23.0,94.051,0.365,0.949,-0.375,0.584,3.763,94.499,0.0,-0.209,108523,Darian Durant,242550258,UNC,153,3,2004
0.959,0.0,6.494,-1.887,-2.344,-2.994,1.128,6.343,0.163,40.0,57.272,-0.558,-1.845,-1.887,1.057,2.925,40.244,0.0,-1.098,109834,Travis Cox,242550328,USU,328,3,2004
0.748,0.0,-0.906,-0.83,0.0,-1.147,-3.751,-0.906,-0.242,23.0,15.513,0.0,0.0,-0.83,0.0,-1.979,6.626,0.0,-0.258,110628,Ronnie Banks,242550058,USF,58,3,2004
0.725,0.0,0.792,-0.569,0.0,-4.831,-3.176,0.792,0.021,49.0,33.77,-0.841,-0.841,-0.569,0.0,-0.597,38.187,0.0,-0.809,111281,Zack Mills,242550103,PSU,213,3,2004
0.754,0.0,6.934,-0.347,0.0,0.0,8.684,6.934,0.167,31.0,94.839,-0.041,0.921,-0.347,0.962,7.675,87.38,0.0,0.396,112516,Stefan LeFors,242550349,LOU,97,3,2004
0.371,0.0,-2.909,-0.469,-0.172,-2.288,-13.595,-2.909,0.096,38.0,2.371,-0.787,-1.081,-0.469,-0.122,-4.363,7.291,0.0,-0.324,114338,Bruce Gradkowski,242552305,TOL,2649,3,2004
0.868,0.0,-2.855,-0.254,0.0,0.0,-2.93,-2.855,0.122,40.0,31.838,-0.241,2.111,-0.254,2.352,-0.876,26.424,0.0,-0.549,114700,Kent Smith,242550127,CMU,2117,3,2004
0.993,0.0,-4.842,-1.858,0.0,0.0,-8.112,-4.842,0.363,34.0,7.732,0.093,-0.095,-1.858,-0.188,-6.432,8.806,0.0,0.019,115704,Josh Swogger,242550265,WSU,265,3,2004
0.992,0.0,0.708,-3.513,0.0,-1.485,-4.461,0.708,-0.191,30.0,17.577,0.0,0.0,-3.513,0.0,-2.996,11.181,0.0,-1.834,115709,Michael Harrington,242550328,IDHO,70,3,2004
0.333,0.0,0.317,-0.389,0.0,-0.278,-0.178,0.317,0.64,41.0,48.873,0.0,0.029,-0.389,0.029,0.597,78.686,0.0,-0.769,115823,Ryan Cubit,242550259,WMU,2711,3,2004
0.969,0.0,5.88,-1.364,0.0,-2.017,1.422,5.88,0.212,40.0,59.13,-1.488,-1.488,-1.364,0.0,3.239,52.694,0.0,-1.885,116125,Dan Orlovsky,242550041,CONN,41,3,2004
0.644,0.0,4.442,-0.697,0.0,-0.349,4.025,4.442,0.111,28.0,81.665,0.0,-0.398,-0.697,-0.398,3.458,56.695,0.0,0.741,116190,Bryan Randall,242550259,VT,259,3,2004
0.529,0.0,2.442,0.0,0.0,-0.087,10.887,2.442,0.0,42.0,93.665,3.352,4.383,0.0,1.031,6.825,85.107,0.0,-0.611,116199,Joshua Cribbs,242552309,KENT,2309,3,2004
0.645,0.0,1.111,0.0,0.0,0.0,-0.374,1.111,0.279,45.0,47.844,0.0,-0.237,0.0,-0.237,1.153,54.369,0.0,-0.65,116236,Matt Bohnet,242550057,EMU,2199,3,2004
0.936,0.0,-0.409,-0.898,0.0,-1.616,-3.287,-0.409,0.456,53.0,34.423,-0.433,0.157,-0.898,0.59,-0.694,53.81,0.0,-0.128,116343,Charlie Whitehurst,242550228,CLEM,228,3,2004
0.677,0.0,7.264,-0.576,-2.289,0.0,6.277,7.291,0.22,56.0,76.22,0.615,-0.839,-0.576,0.835,6.069,82.282,0.0,-0.67,116397,Josh Betts,242552132,M-OH,193,3,2004
0.498,0.0,-4.078,-0.585,-0.06,-4.051,-11.249,-4.078,-0.054,44.0,6.558,0.714,0.229,-0.646,-0.485,-4.549,18.169,0.0,-0.306,116481,Justin Holland,242550030,CSU,36,3,2004
