"season","week","passer_player_name","team","opponent","qbr_epa","adj_qbr","raw_qbr","exp_qbr"
2014,2,"Pete Thomas","ULM","IDHO",-0.0124587118780085,30.3,56.8,52.5594163544523
2014,2,"Phillip Ely","TOL","MIZ",-0.19564582171905,28.4,11.9,39.9681788819581
2014,2,"Quinn Kaehler","SDSU","UNC",0.026416531838584,33.4,29.8,55.3077120005055
2014,2,"Rakeem Cato","MRSH","URI",0.145011983066208,56.1,78.2,63.4800945576997
2014,2,"Sam B. Richardson","ISU","KSU",2.99096075156908,62.4,58.6,74.5234571823115
2014,2,"Sean Mannion","ORST","HAW",0.345190786982018,71.9,74,75.5748733234883
2014,2,"Sefo Liufau","COLO","UMASS",0.223159472825377,47.8,66.1,68.5202793925669
2014,2,"Seth Russell","BAY","NWST",1.35729146798919,98.5,99.4,88.3356235855306
2014,2,"Shane Carden","ECU","SC",0.120190470819252,67.4,60.1,61.8119625501594
2014,2,"Stephen Rivers","VAN","MISS",-0.498374765729498,13,4.2,23.7905334261461
2014,2,"Steven Bench","USF","MD",-0.36320140107003,39.7,34.3,30.1182708539342
2014,2,"Tanner Lee","TULN","GT",0.260488269356075,26.3,25.7,70.79437796132
2014,2,"Tanner McEvoy","WIS","WIU",0.632509719215086,87.7,95.2,86.9066743028446
2014,2,"Taylor Heinicke","ODU","NCST",0.128531787232845,83.2,79.9,62.3756762121741
2014,2,"Taylor Kelly","ASU","UNM",0.259399637462681,82.6,92.6,70.7294142962405
2014,2,"Taysom Hill","BYU","TEX",-0.309788136451578,91.1,76.1,33.0258996036603
2014,2,"Terrance Broadway","ULL","LT",-0.283631867858817,44.6,43.4,34.5319745930034
2014,2,"Tommy Armstrong Jr.","NEB","MCNS",0.143540752912174,56.1,78.1,63.3820242923817
2014,2,"Travis Wilson","UTAH","FRES",0.579198597188904,80.4,85.7,85.4276692460991
2014,2,"Trevor Knight","OKLA","TLSA",0.446649277814966,83.2,89.1,80.4999697437949
2014,2,"Trevor Siemian","NW","NIU",-0.234838086616696,35.5,41,37.4796049093094
2014,2,"Tucker Carter","UTSA","ARIZ",0.116292598099938,70.6,59.3,61.5475091799902
2014,2,"Tyler Murphy","BC","PITT",-0.465576612798754,40.4,47.9,25.1891102031992
2014,2,"Tyrone Swoopes","TEX","BYU",-0.197197233506802,25,26.5,39.8677793406802
2014,2,"Wes Lunt","ILL","WKU",0.518202497083925,56.4,77.1,83.3811158879081
2014,2,"Will Gardner","LOU","MURR",0.174978686837274,72.9,88.3,65.4536251585636
2014,3,"Andrew Hendrix","M-OH","MICH",-0.191446777239221,26.6,17.4,40.2406619974536
2014,3,"Anthony Boone","DUKE","KU",0.269743201772776,64.2,58.2,71.3432451788255
2014,3,"Anthony Jennings","LSU","ULM",0.286200109340749,43,47.9,72.3038136127643
2014,3,"Anu Solomon","ARIZ","NEV",0.836229324730273,91.8,94.6,90.1433624395862
2014,3,"Austin Grammer","MTSU","WKU",0.197347879251574,76.6,89.5,66.8947158492827
2014,3,"Blake Bogenschutz","UTSA","OKST",-0.184834366947939,31.7,20.9,40.6719138836475
2014,3,"Blake Decker","UNLV","NIU",0.0737349970193458,47.8,53.6,58.6222284326007
2014,3,"Blake Frohnapfel","UMASS","VAN",0.142641342828583,60.1,62.2,63.3220190336725
2014,3,"Blake Sims","ALA","USM",0.901075635402736,93.4,97.4,90.5097875938966
2014,3,"Bo Wallace","MISS","ULL",0.821234416715593,84.8,91.5,90.0192783568538
2014,3,"Brad Kaaya","MIAMI","ARST",0.814214129038348,92.4,90.7,89.9557175999171
2014,3,"Brandon Bridge","USA","MSST",-0.259774696506716,29.9,17.9,35.9512942536006
2014,3,"Brandon Doughty","WKU","MTSU",0.431715143628387,83.2,89.1,79.8348992475485
2014,3,"Brandon Silvers","TROY","ACU",0.41883156801431,82.5,93,79.2440026663279
2014,3,"Brian Burrell","FRES","NEB",-0.330960912599056,58.4,42.1,31.8460892215427
2014,3,"Brogan Roback","EMU","ODU",-0.588291475794827,1.2,3.2,20.4123564448916
2014,3,"Bryce Petty","BAY","BUFF",0.900342950126947,96.5,98.1,90.5070849123229
2014,3,"C.J. Brown","MD","WVU",-0.254474605544159,68.4,51.7,36.2723641739879
2014,3,"Chandler Whitmer","CONN","BSU",-0.108452445613035,30.3,21.2,45.819369161612
2014,3,"Christian Hackenberg","PSU","RUTG",-0.0972292759933693,26.8,26.8,46.5966743984351
2014,3,"Chuckie Keeton","USU","WAKE",0.0371700212187389,33,28.2,56.0650469286476
2014,3,"Clint Trickett","WVU","MD",0.322074323401861,86.3,81.6,74.3262608669753
2014,3,"Cody Clements","UAB","AAMU",0.353291661077083,39.4,64.5,76.0018785915966
2014,3,"Cody Fajardo","NEV","ARIZ",0.580964466024501,89.1,81.4,85.4812613765983
2014,3,"Cody Kessler","USC","BC",0.191620296387219,59,54.5,66.5284915169745
2014,3,"Cody Sokol","LT","UNT",0.332988721766184,81,80.9,74.9212825895864
2014,3,"Colby Kirkegaard","WYO","ORE",0.149918653320711,56.1,42.1,63.8063982654182
2014,3,"Colin Reardon","KENT","OSU",-0.719185864139222,23.8,9.8,16.7270931912967
2014,3,"Connor Halliday","WSU","PRST",0.301711421880859,61.2,81.5,73.1905740746051
2014,3,"Cooper Rush","CMU","SYR",-0.0495609724554516,17.7,15.7,49.9361735664152
2014,3,"Cyler Miles","WASH","ILL",0.436322434643869,90.7,91.9,80.0423695537949
2014,3,"Dak Prescott","MSST","USA",0.14233602557642,91.7,94.5,63.3016405221217
2014,3,"Dane Evans","TLSA","FAU",-0.292742398338603,22.3,24,34.0013707039421
